Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
0.000302741, 409.222, 101325, 1.79339e+19, 4.60996e+13, 2.96574e+18, 2.10303e+14, 1.48862e+18, 8.65007e+13, 2.64132e+15, 7.75677e+14, 1.79261e+14, 0, 1.34518e+19, 2.05841e+16, 2.75281e+14, 1.29491e+13, 2.25615e+14, 5.75315e+13, 1.55927e+13, 2.58629e+12, 2.36338e+15, 7.0068e+11, 6.33192e+10, 1.70163e+09, 1.92123e+10, 2.19241e+14, 58850.6, 22090.2, 2.44459, 15.4839, 84043.1, 4.89177e+07, 100.016, 9.30387e+11, 9.2992e+11, 8581.59, 13959.5, 1.0336e+11, 22.7448, 1347.59, 33306, 847007, 6.21318e+07, 1.7172e+09, 638664, 6.81891e+06, 1.9556e+12, 6.32467e+09, 0, 14.8874, 0.725993
0.000302794, 409.225, 101325, 1.79338e+19, 4.54402e+13, 2.96572e+18, 2.09787e+14, 1.48862e+18, 8.6514e+13, 2.64229e+15, 7.76005e+14, 1.79318e+14, 0, 1.34517e+19, 2.05849e+16, 2.75076e+14, 1.28891e+13, 2.25932e+14, 5.72699e+13, 1.53797e+13, 2.51173e+12, 2.36365e+15, 6.81743e+11, 6.2023e+10, 1.66829e+09, 1.86388e+10, 2.19279e+14, 57668.7, 21646.1, 2.39546, 14.9711, 82356.2, 4.79139e+07, 97.7855, 9.22361e+11, 9.21601e+11, 8405.4, 13671.1, 9.9188e+10, 22.2886, 1320.51, 32637.5, 829445, 6.08857e+07, 1.68308e+09, 626201, 6.6843e+06, 1.93525e+12, 6.19773e+09, 0, 14.5885, 0.726766
0.000302849, 409.227, 101325, 1.79337e+19, 4.47761e+13, 2.9657e+18, 2.09247e+14, 1.48861e+18, 8.65202e+13, 2.6433e+15, 7.76328e+14, 1.79379e+14, 0, 1.34516e+19, 2.05858e+16, 2.74858e+14, 1.28267e+13, 2.2625e+14, 5.69943e+13, 1.51596e+13, 2.4366e+12, 2.36393e+15, 6.63195e+11, 6.07252e+10, 1.63492e+09, 1.8083e+10, 2.19318e+14, 56484.4, 21201.1, 2.34622, 14.4646, 80665.8, 4.69084e+07, 95.5499, 9.14168e+11, 9.13115e+11, 8228.84, 13381.9, 9.50691e+10, 21.8315, 1293.38, 31967.6, 811871, 5.96369e+07, 1.64889e+09, 613700, 6.54936e+06, 1.91461e+12, 6.07053e+09, 0, 14.289, 0.727555
0.000302906, 409.23, 101325, 1.79335e+19, 4.41069e+13, 2.96568e+18, 2.08681e+14, 1.4886e+18, 8.65184e+13, 2.64435e+15, 7.76647e+14, 1.79441e+14, 0, 1.34516e+19, 2.05866e+16, 2.74627e+14, 1.27617e+13, 2.26569e+14, 5.67036e+13, 1.49317e+13, 2.36088e+12, 2.36421e+15, 6.45e+11, 5.94248e+10, 1.60148e+09, 1.75434e+10, 2.19359e+14, 55297, 20755, 2.29686, 13.9641, 78971, 4.59005e+07, 93.3078, 9.05794e+11, 9.0445e+11, 8051.82, 13091.7, 9.10022e+10, 21.3731, 1266.17, 31295.9, 794274, 5.83849e+07, 1.61459e+09, 601151, 6.41401e+06, 1.89367e+12, 5.94299e+09, 0, 13.9887, 0.72836
0.000302965, 409.232, 101325, 1.79334e+19, 4.34323e+13, 2.96566e+18, 2.08086e+14, 1.48859e+18, 8.65081e+13, 2.64545e+15, 7.76961e+14, 1.79507e+14, 0, 1.34515e+19, 2.05874e+16, 2.74381e+14, 1.26939e+13, 2.26889e+14, 5.63963e+13, 1.46957e+13, 2.28453e+12, 2.36449e+15, 6.27125e+11, 5.81211e+10, 1.56796e+09, 1.70185e+10, 2.19402e+14, 54105.5, 20307.4, 2.24733, 13.4695, 77270.3, 4.48896e+07, 91.0576, 8.97226e+11, 8.95592e+11, 7874.19, 12800.5, 8.69863e+10, 20.9132, 1238.87, 30621.9, 776642, 5.71285e+07, 1.58017e+09, 588547, 6.27816e+06, 1.87239e+12, 5.81502e+09, 0, 13.6874, 0.729183
0.000303027, 409.235, 101325, 1.79333e+19, 4.2752e+13, 2.96564e+18, 2.07462e+14, 1.48858e+18, 8.64884e+13, 2.6466e+15, 7.7727e+14, 1.79576e+14, 0, 1.34514e+19, 2.05882e+16, 2.74119e+14, 1.2623e+13, 2.27208e+14, 5.6071e+13, 1.4451e+13, 2.20752e+12, 2.36478e+15, 6.09536e+11, 5.68129e+10, 1.53433e+09, 1.6507e+10, 2.19448e+14, 52909, 19857.9, 2.1976, 12.9806, 75562.5, 4.38749e+07, 88.7975, 8.88446e+11, 8.86523e+11, 7695.82, 12507.8, 8.30202e+10, 20.4513, 1211.46, 29945.1, 758962, 5.58668e+07, 1.5456e+09, 575875, 6.14167e+06, 1.85074e+12, 5.68651e+09, 0, 13.3848, 0.730025
0.000303092, 409.238, 101325, 1.79332e+19, 4.20654e+13, 2.96562e+18, 2.06803e+14, 1.48857e+18, 8.64583e+13, 2.6478e+15, 7.77572e+14, 1.79648e+14, 0, 1.34513e+19, 2.05889e+16, 2.73839e+14, 1.25487e+13, 2.27527e+14, 5.5726e+13, 1.41969e+13, 2.12982e+12, 2.36508e+15, 5.92197e+11, 5.54991e+10, 1.50055e+09, 1.60072e+10, 2.19495e+14, 51706.5, 19406.2, 2.14761, 12.4972, 73846.1, 4.28554e+07, 86.5254, 8.79437e+11, 8.77225e+11, 7516.55, 12213.5, 7.91025e+10, 19.9871, 1183.91, 29264.8, 741218, 5.45987e+07, 1.51084e+09, 563125, 6.00445e+06, 1.82868e+12, 5.55734e+09, 0, 13.0807, 0.730888
0.000303161, 409.241, 101325, 1.79331e+19, 4.13721e+13, 2.9656e+18, 2.06108e+14, 1.48855e+18, 8.64167e+13, 2.64906e+15, 7.77867e+14, 1.79724e+14, 0, 1.34512e+19, 2.05896e+16, 2.73541e+14, 1.24708e+13, 2.27846e+14, 5.53592e+13, 1.39327e+13, 2.05138e+12, 2.36539e+15, 5.75073e+11, 5.41783e+10, 1.46659e+09, 1.55179e+10, 2.19545e+14, 50496.7, 18951.7, 2.09732, 12.0191, 72119.2, 4.18301e+07, 84.2392, 8.70178e+11, 8.67678e+11, 7336.2, 11917.3, 7.5232e+10, 19.5201, 1156.2, 28580.5, 723394, 5.33229e+07, 1.47586e+09, 550282, 5.86633e+06, 1.80617e+12, 5.42739e+09, 0, 12.7747, 0.731774
0.000303233, 409.244, 101325, 1.79329e+19, 4.06715e+13, 2.96557e+18, 2.05372e+14, 1.48854e+18, 8.63623e+13, 2.65039e+15, 7.78155e+14, 1.79804e+14, 0, 1.34511e+19, 2.05903e+16, 2.73221e+14, 1.23889e+13, 2.28163e+14, 5.49684e+13, 1.36576e+13, 1.97216e+12, 2.3657e+15, 5.58129e+11, 5.28491e+10, 1.43241e+09, 1.50376e+10, 2.19599e+14, 49278.2, 18494, 2.04668, 11.5459, 70379.9, 4.07979e+07, 81.9361, 8.60645e+11, 8.57858e+11, 7154.56, 11618.8, 7.1407e+10, 19.0496, 1128.28, 27891.2, 705469, 5.20378e+07, 1.44063e+09, 537332, 5.72716e+06, 1.78315e+12, 5.29651e+09, 0, 12.4666, 0.732685
0.00030331, 409.247, 101325, 1.79328e+19, 3.9963e+13, 2.96555e+18, 2.04591e+14, 1.48853e+18, 8.62937e+13, 2.6518e+15, 7.78434e+14, 1.79889e+14, 0, 1.3451e+19, 2.05909e+16, 2.72877e+14, 1.23026e+13, 2.28477e+14, 5.4551e+13, 1.33706e+13, 1.8921e+12, 2.36602e+15, 5.41328e+11, 5.15097e+10, 1.39797e+09, 1.45649e+10, 2.19655e+14, 48049.4, 18032.5, 1.9956, 11.0773, 68625.9, 3.97574e+07, 79.6132, 8.50811e+11, 8.47736e+11, 6971.39, 11317.7, 6.76261e+10, 18.5752, 1100.14, 27196.1, 687421, 5.07419e+07, 1.40508e+09, 524257, 5.58676e+06, 1.75959e+12, 5.16452e+09, 0, 12.1558, 0.733625
0.00030339, 409.25, 101325, 1.79327e+19, 3.92457e+13, 2.96553e+18, 2.03759e+14, 1.48852e+18, 8.6209e+13, 2.65328e+15, 7.78703e+14, 1.79978e+14, 0, 1.34509e+19, 2.05914e+16, 2.72507e+14, 1.22114e+13, 2.28788e+14, 5.41037e+13, 1.30708e+13, 1.81114e+12, 2.36635e+15, 5.24631e+11, 5.01581e+10, 1.3632e+09, 1.40983e+10, 2.19715e+14, 46808.5, 17566.4, 1.94403, 10.6132, 66854.6, 3.87072e+07, 77.267, 8.40643e+11, 8.3728e+11, 6786.43, 11013.3, 6.38874e+10, 18.0961, 1071.71, 26494.1, 669223, 4.94331e+07, 1.36917e+09, 511036, 5.4449e+06, 1.73539e+12, 5.03122e+09, 0, 11.842, 0.734596
0.000303477, 409.254, 101325, 1.79325e+19, 3.85187e+13, 2.9655e+18, 2.02871e+14, 1.48851e+18, 8.61062e+13, 2.65486e+15, 7.78961e+14, 1.80074e+14, 0, 1.34508e+19, 2.05919e+16, 2.72106e+14, 1.21146e+13, 2.29094e+14, 5.36229e+13, 1.27568e+13, 1.72921e+12, 2.36669e+15, 5.07998e+11, 4.8792e+10, 1.32805e+09, 1.36364e+10, 2.19779e+14, 45553.2, 17094.9, 1.89185, 10.1529, 65062.7, 3.76453e+07, 74.8934, 8.30103e+11, 8.26454e+11, 6599.34, 10705.4, 6.0189e+10, 17.6114, 1042.96, 25783.9, 650846, 4.81092e+07, 1.33284e+09, 497645, 5.30134e+06, 1.7105e+12, 4.89638e+09, 0, 11.5245, 0.735602
0.000303569, 409.257, 101325, 1.79323e+19, 3.7781e+13, 2.96547e+18, 2.0192e+14, 1.48849e+18, 8.59826e+13, 2.65654e+15, 7.79207e+14, 1.80176e+14, 0, 1.34507e+19, 2.05923e+16, 2.71672e+14, 1.20117e+13, 2.29394e+14, 5.31041e+13, 1.24272e+13, 1.64624e+12, 2.36704e+15, 4.91384e+11, 4.74085e+10, 1.29244e+09, 1.31775e+10, 2.19847e+14, 44281, 16617.2, 1.83898, 9.69609, 63246.6, 3.65696e+07, 72.4877, 8.19148e+11, 8.15211e+11, 6409.75, 10393.1, 5.65288e+10, 17.1202, 1013.82, 25064.2, 632252, 4.67673e+07, 1.29601e+09, 484056, 5.15576e+06, 1.68482e+12, 4.75972e+09, 0, 11.2027, 0.736648
0.000303667, 409.261, 101325, 1.79322e+19, 3.70313e+13, 2.96544e+18, 2.00895e+14, 1.48848e+18, 8.58351e+13, 2.65835e+15, 7.79439e+14, 1.80286e+14, 0, 1.34505e+19, 2.05926e+16, 2.71198e+14, 1.19017e+13, 2.29684e+14, 5.25419e+13, 1.20802e+13, 1.56213e+12, 2.36741e+15, 4.74742e+11, 4.60044e+10, 1.25628e+09, 1.27201e+10, 2.19921e+14, 42988.8, 16131.9, 1.78527, 9.24221, 61401.9, 3.54776e+07, 70.0439, 8.07723e+11, 8.03498e+11, 6217.19, 10075.7, 5.29041e+10, 16.6212, 984.218, 24333.1, 613398, 4.54042e+07, 1.25858e+09, 470234, 5.00782e+06, 1.65823e+12, 4.6209e+09, 0, 10.8759, 0.737738
0.000303767, 409.265, 101325, 1.7932e+19, 3.63139e+13, 2.96541e+18, 1.99856e+14, 1.48846e+18, 8.56712e+13, 2.66017e+15, 7.79641e+14, 1.80397e+14, 0, 1.34504e+19, 2.05927e+16, 2.70711e+14, 1.1791e+13, 2.29945e+14, 5.19678e+13, 1.17364e+13, 1.48191e+12, 2.36776e+15, 4.5902e+11, 4.46618e+10, 1.2217e+09, 1.22897e+10, 2.19996e+14, 41752.2, 15667.5, 1.73388, 8.81753, 59636.5, 3.44331e+07, 67.7054, 7.96495e+11, 7.91998e+11, 6032.93, 9771.81, 4.9526e+10, 16.1436, 955.893, 23633.5, 595387, 4.40997e+07, 1.22275e+09, 456989, 4.86617e+06, 1.63229e+12, 4.48805e+09, 0, 10.5631, 0.73881
0.000303867, 409.269, 101325, 1.79318e+19, 3.56357e+13, 2.96538e+18, 1.98814e+14, 1.48845e+18, 8.54935e+13, 2.66199e+15, 7.79813e+14, 1.80509e+14, 0, 1.34503e+19, 2.05928e+16, 2.70218e+14, 1.1681e+13, 2.30175e+14, 5.13894e+13, 1.14001e+13, 1.40635e+12, 2.36811e+15, 4.44314e+11, 4.33924e+10, 1.18899e+09, 1.18885e+10, 2.2007e+14, 40582, 15228, 1.68525, 8.42448, 57965.9, 3.34453e+07, 65.4927, 7.8559e+11, 7.8084e+11, 5858.61, 9484.14, 4.64133e+10, 15.6917, 929.091, 22971.4, 578371, 4.28652e+07, 1.18884e+09, 444440, 4.73206e+06, 1.60728e+12, 4.36233e+09, 0, 10.2671, 0.739851
0.000303967, 409.273, 101325, 1.79317e+19, 3.4994e+13, 2.96536e+18, 1.97771e+14, 1.48844e+18, 8.5303e+13, 2.6638e+15, 7.79958e+14, 1.8062e+14, 0, 1.34502e+19, 2.05928e+16, 2.69719e+14, 1.15716e+13, 2.30374e+14, 5.08073e+13, 1.10714e+13, 1.33518e+12, 2.36845e+15, 4.30525e+11, 4.21905e+10, 1.158e+09, 1.15133e+10, 2.20145e+14, 39473.1, 14811.7, 1.63917, 8.06005, 56382.9, 3.25099e+07, 63.3963, 7.74995e+11, 7.70009e+11, 5693.45, 9211.45, 4.35414e+10, 15.2635, 903.696, 22344.1, 562275, 4.16954e+07, 1.15669e+09, 432534, 4.60493e+06, 1.58313e+12, 4.24321e+09, 0, 9.98667, 0.740864
0.000304067, 409.276, 101325, 1.79315e+19, 3.43866e+13, 2.96533e+18, 1.96728e+14, 1.48842e+18, 8.51004e+13, 2.66561e+15, 7.80077e+14, 1.80732e+14, 0, 1.34501e+19, 2.05926e+16, 2.69213e+14, 1.14629e+13, 2.30542e+14, 5.02219e+13, 1.07503e+13, 1.26814e+12, 2.36877e+15, 4.17565e+11, 4.1051e+10, 1.1286e+09, 1.11614e+10, 2.2022e+14, 38421.1, 14416.7, 1.59545, 7.72154, 54880.9, 3.16228e+07, 61.4076, 7.64696e+11, 7.59489e+11, 5536.78, 8952.64, 4.08882e+10, 14.8571, 879.601, 21748.8, 547026, 4.05855e+07, 1.12618e+09, 421224, 4.48424e+06, 1.5598e+12, 4.13018e+09, 0, 9.72057, 0.741849
0.000304167, 409.28, 101325, 1.79313e+19, 3.38111e+13, 2.9653e+18, 1.95683e+14, 1.48841e+18, 8.48866e+13, 2.66741e+15, 7.80171e+14, 1.80843e+14, 0, 1.34499e+19, 2.05924e+16, 2.68703e+14, 1.1355e+13, 2.30681e+14, 4.96338e+13, 1.04369e+13, 1.20498e+12, 2.36909e+15, 4.0536e+11, 3.99692e+10, 1.10069e+09, 1.08305e+10, 2.20295e+14, 37421.6, 14041.4, 1.55391, 7.40657, 53454, 3.07806e+07, 59.5189, 7.54679e+11, 7.49267e+11, 5387.97, 8706.69, 3.8434e+10, 14.4711, 856.712, 21183.3, 532561, 3.9531e+07, 1.09719e+09, 410467, 4.36954e+06, 1.53725e+12, 4.0228e+09, 0, 9.46776, 0.742808
0.000304267, 409.284, 101325, 1.79312e+19, 3.32654e+13, 2.96527e+18, 1.94639e+14, 1.4884e+18, 8.46624e+13, 2.66921e+15, 7.80243e+14, 1.80954e+14, 0, 1.34498e+19, 2.0592e+16, 2.68187e+14, 1.12478e+13, 2.30791e+14, 4.90436e+13, 1.0131e+13, 1.14547e+12, 2.36939e+15, 3.93843e+11, 3.89409e+10, 1.07414e+09, 1.05186e+10, 2.20369e+14, 36471, 13684.5, 1.51441, 7.11299, 52096.7, 2.99799e+07, 57.7229, 7.44932e+11, 7.39328e+11, 5246.46, 8472.7, 3.61612e+10, 14.1039, 834.941, 20645.4, 518821, 3.85279e+07, 1.0696e+09, 400224, 4.26038e+06, 1.51542e+12, 3.92066e+09, 0, 9.22729, 0.743743
0.000304367, 409.287, 101325, 1.7931e+19, 3.27476e+13, 2.96525e+18, 1.93596e+14, 1.48838e+18, 8.44284e+13, 2.671e+15, 7.80295e+14, 1.81066e+14, 0, 1.34497e+19, 2.05916e+16, 2.67667e+14, 1.11414e+13, 2.30872e+14, 4.84517e+13, 9.8328e+12, 1.08939e+12, 2.36969e+15, 3.82956e+11, 3.79623e+10, 1.04886e+09, 1.02241e+10, 2.20444e+14, 35565.6, 13344.6, 1.47679, 6.83888, 50804.1, 2.92178e+07, 56.0132, 7.35445e+11, 7.29661e+11, 5111.72, 8249.81, 3.4054e+10, 13.7542, 814.208, 20133.2, 505753, 3.75726e+07, 1.04332e+09, 390459, 4.15638e+06, 1.49428e+12, 3.82339e+09, 0, 8.99828, 0.744654
0.000304467, 409.291, 101325, 1.79309e+19, 3.22559e+13, 2.96522e+18, 1.92553e+14, 1.48837e+18, 8.41852e+13, 2.67279e+15, 7.80327e+14, 1.81177e+14, 0, 1.34496e+19, 2.05911e+16, 2.67143e+14, 1.10358e+13, 2.30926e+14, 4.78586e+13, 9.54212e+12, 1.03654e+12, 2.36998e+15, 3.72648e+11, 3.70299e+10, 1.02477e+09, 9.9454e+09, 2.20518e+14, 34702.4, 13020.5, 1.44092, 6.58253, 49571.6, 2.84915e+07, 54.3838, 7.26205e+11, 7.20253e+11, 4983.28, 8037.26, 3.2098e+10, 13.4208, 794.44, 19644.7, 493310, 3.66617e+07, 1.01826e+09, 381139, 4.05717e+06, 1.47379e+12, 3.73064e+09, 0, 8.77992, 0.745543
0.000304567, 409.294, 101325, 1.79307e+19, 3.17886e+13, 2.96519e+18, 1.91511e+14, 1.48836e+18, 8.39335e+13, 2.67457e+15, 7.80341e+14, 1.81289e+14, 0, 1.34495e+19, 2.05905e+16, 2.66614e+14, 1.0931e+13, 2.30953e+14, 4.72648e+13, 9.25893e+12, 9.86722e+11, 2.37026e+15, 3.62871e+11, 3.61403e+10, 1.00177e+09, 9.68125e+09, 2.20592e+14, 33878.4, 12711.2, 1.40668, 6.3424, 48395.1, 2.77986e+07, 52.8293, 7.17204e+11, 7.11095e+11, 4860.71, 7834.34, 3.02806e+10, 13.1024, 775.572, 19178.5, 481447, 3.57922e+07, 9.94332e+08, 372234, 3.96243e+06, 1.45393e+12, 3.64211e+09, 0, 8.57148, 0.746411
0.000304667, 409.298, 101325, 1.79306e+19, 3.13439e+13, 2.96517e+18, 1.9047e+14, 1.48835e+18, 8.36739e+13, 2.67635e+15, 7.80339e+14, 1.814e+14, 0, 1.34493e+19, 2.05899e+16, 2.66082e+14, 1.0827e+13, 2.30953e+14, 4.66706e+13, 8.98317e+12, 9.39761e+11, 2.37054e+15, 3.53585e+11, 3.52908e+10, 9.79801e+08, 9.43045e+09, 2.20666e+14, 33090.9, 12415.6, 1.37396, 6.11711, 47270.8, 2.71368e+07, 51.3447, 7.08431e+11, 7.02176e+11, 4743.62, 7640.42, 2.85901e+10, 12.7982, 757.541, 18732.9, 470123, 3.49613e+07, 9.71458e+08, 363717, 3.87185e+06, 1.43465e+12, 3.5575e+09, 0, 8.37229, 0.747258
0.000304767, 409.301, 101325, 1.79304e+19, 3.09206e+13, 2.96514e+18, 1.89431e+14, 1.48833e+18, 8.34069e+13, 2.67812e+15, 7.80321e+14, 1.81512e+14, 0, 1.34492e+19, 2.05891e+16, 2.65547e+14, 1.07239e+13, 2.30926e+14, 4.60765e+13, 8.71475e+12, 8.95484e+11, 2.37081e+15, 3.44753e+11, 3.44786e+10, 9.58785e+08, 9.19197e+09, 2.2074e+14, 32337.6, 12132.8, 1.34266, 5.90541, 46195.1, 2.65039e+07, 49.9253, 6.99877e+11, 6.93485e+11, 4631.63, 7454.89, 2.7016e+10, 12.5072, 740.291, 18306.6, 459303, 3.41663e+07, 9.49569e+08, 355561, 3.78517e+06, 1.41594e+12, 3.47656e+09, 0, 8.18173, 0.748085
0.000304867, 409.305, 101325, 1.79303e+19, 3.05171e+13, 2.96512e+18, 1.88394e+14, 1.48832e+18, 8.31329e+13, 2.67989e+15, 7.80288e+14, 1.81623e+14, 0, 1.34491e+19, 2.05883e+16, 2.65008e+14, 1.06216e+13, 2.30875e+14, 4.54828e+13, 8.45358e+12, 8.53731e+11, 2.37107e+15, 3.36341e+11, 3.37012e+10, 9.38662e+08, 8.96488e+09, 2.20814e+14, 31616.2, 11862, 1.31268, 5.70617, 45165, 2.58982e+07, 48.5671, 6.91535e+11, 6.85014e+11, 4524.41, 7277.22, 2.5549e+10, 12.2285, 723.772, 17898.4, 448951, 3.34049e+07, 9.28601e+08, 347743, 3.70211e+06, 1.39776e+12, 3.39904e+09, 0, 7.99923, 0.748894
0.000304967, 409.308, 101325, 1.79301e+19, 3.01321e+13, 2.96509e+18, 1.8736e+14, 1.48831e+18, 8.28526e+13, 2.68164e+15, 7.80243e+14, 1.81735e+14, 0, 1.3449e+19, 2.05875e+16, 2.64466e+14, 1.05202e+13, 2.30798e+14, 4.489e+13, 8.19956e+12, 8.14351e+11, 2.37132e+15, 3.28318e+11, 3.29563e+10, 9.19374e+08, 8.74835e+09, 2.20887e+14, 30924.6, 11602.4, 1.28394, 5.51838, 44177.5, 2.53178e+07, 47.266, 6.83396e+11, 6.76755e+11, 4421.66, 7106.9, 2.41804e+10, 11.9613, 707.937, 17507, 439037, 3.2675e+07, 9.08495e+08, 340243, 3.62246e+06, 1.38009e+12, 3.32472e+09, 0, 7.82427, 0.749685
0.000305067, 409.312, 101325, 1.793e+19, 2.97645e+13, 2.96507e+18, 1.86327e+14, 1.4883e+18, 8.25662e+13, 2.6834e+15, 7.80185e+14, 1.81846e+14, 0, 1.34489e+19, 2.05865e+16, 2.63921e+14, 1.04196e+13, 2.30697e+14, 4.42984e+13, 7.95258e+12, 7.77202e+11, 2.37157e+15, 3.20659e+11, 3.22419e+10, 9.00867e+08, 8.54161e+09, 2.2096e+14, 30260.9, 11353.3, 1.25637, 5.34112, 43229.8, 2.47611e+07, 46.0187, 6.75452e+11, 6.68698e+11, 4323.09, 6943.49, 2.29025e+10, 11.7049, 692.741, 17131.5, 429533, 3.19746e+07, 8.89195e+08, 333040, 3.54599e+06, 1.3629e+12, 3.25341e+09, 0, 7.65638, 0.750459
0.000305167, 409.315, 101325, 1.79298e+19, 2.94131e+13, 2.96505e+18, 1.85297e+14, 1.48829e+18, 8.22743e+13, 2.68514e+15, 7.80115e+14, 1.81957e+14, 0, 1.34488e+19, 2.05855e+16, 2.63374e+14, 1.03199e+13, 2.30572e+14, 4.37083e+13, 7.71253e+12, 7.42152e+11, 2.37181e+15, 3.13336e+11, 3.15561e+10, 8.83094e+08, 8.34398e+09, 2.21033e+14, 29623.4, 11114, 1.22988, 5.17357, 42319.5, 2.42267e+07, 44.8217, 6.67696e+11, 6.60837e+11, 4228.45, 6786.54, 2.17081e+10, 11.4586, 678.145, 16770.7, 420411, 3.13017e+07, 8.70652e+08, 326116, 3.47251e+06, 1.34617e+12, 3.1849e+09, 0, 7.4951, 0.751217
0.000305267, 409.318, 101325, 1.79297e+19, 2.90768e+13, 2.96502e+18, 1.8427e+14, 1.48827e+18, 8.19772e+13, 2.68688e+15, 7.80035e+14, 1.82069e+14, 0, 1.34487e+19, 2.05845e+16, 2.62824e+14, 1.02211e+13, 2.30424e+14, 4.312e+13, 7.47929e+12, 7.09075e+11, 2.37205e+15, 3.06328e+11, 3.0897e+10, 8.66007e+08, 8.15485e+09, 2.21105e+14, 29010.5, 10884, 1.20442, 5.01497, 41444.3, 2.37131e+07, 43.6722, 6.60121e+11, 6.53164e+11, 4137.48, 6635.67, 2.0591e+10, 11.2217, 664.112, 16423.9, 411650, 3.06548e+07, 8.5282e+08, 319454, 3.40183e+06, 1.32989e+12, 3.11904e+09, 0, 7.34005, 0.751959
0.000305367, 409.322, 101325, 1.79295e+19, 2.87547e+13, 2.965e+18, 1.83246e+14, 1.48826e+18, 8.16753e+13, 2.68861e+15, 7.79946e+14, 1.8218e+14, 0, 1.34486e+19, 2.05834e+16, 2.62272e+14, 1.01231e+13, 2.30253e+14, 4.25339e+13, 7.25274e+12, 6.77853e+11, 2.37228e+15, 2.99614e+11, 3.02631e+10, 8.49567e+08, 7.97364e+09, 2.21178e+14, 28420.7, 10662.6, 1.17991, 4.86464, 40602.1, 2.32191e+07, 42.5672, 6.52721e+11, 6.45672e+11, 4049.98, 6490.52, 1.9545e+10, 10.9938, 650.608, 16090.1, 403225, 3.00322e+07, 8.35655e+08, 313039, 3.33378e+06, 1.31404e+12, 3.05566e+09, 0, 7.19083, 0.752685
0.000305467, 409.325, 101325, 1.79294e+19, 2.84458e+13, 2.96498e+18, 1.82225e+14, 1.48825e+18, 8.13689e+13, 2.69034e+15, 7.79847e+14, 1.82291e+14, 0, 1.34485e+19, 2.05822e+16, 2.61718e+14, 1.0026e+13, 2.30059e+14, 4.19502e+13, 7.03274e+12, 6.48376e+11, 2.3725e+15, 2.93174e+11, 2.96528e+10, 8.33735e+08, 7.79984e+09, 2.2125e+14, 27852.6, 10449.4, 1.15631, 4.72196, 39790.8, 2.27435e+07, 41.5043, 6.4549e+11, 6.38354e+11, 3965.74, 6350.75, 1.85651e+10, 10.7743, 637.602, 15768.6, 395117, 2.94325e+07, 8.19118e+08, 306856, 3.26822e+06, 1.29858e+12, 2.99461e+09, 0, 7.04711, 0.753397
0.000305567, 409.328, 101325, 1.79292e+19, 2.81493e+13, 2.96495e+18, 1.81207e+14, 1.48824e+18, 8.10584e+13, 2.69206e+15, 7.7974e+14, 1.82402e+14, 0, 1.34484e+19, 2.0581e+16, 2.61162e+14, 9.92984e+12, 2.29844e+14, 4.13691e+13, 6.81916e+12, 6.2054e+11, 2.37272e+15, 2.86991e+11, 2.90647e+10, 8.18474e+08, 7.63297e+09, 2.21321e+14, 27304.9, 10243.9, 1.13356, 4.58635, 39008.8, 2.22852e+07, 40.4809, 6.38421e+11, 6.31204e+11, 3884.57, 6216.06, 1.76461e+10, 10.5627, 625.064, 15458.7, 387306, 2.88544e+07, 8.03173e+08, 300891, 3.20499e+06, 1.28352e+12, 2.93575e+09, 0, 6.90856, 0.754095
0.000305667, 409.331, 101325, 1.79291e+19, 2.78643e+13, 2.96493e+18, 1.80192e+14, 1.48823e+18, 8.0744e+13, 2.69377e+15, 7.79624e+14, 1.82513e+14, 0, 1.34483e+19, 2.05797e+16, 2.60605e+14, 9.83452e+12, 2.29607e+14, 4.0791e+13, 6.61187e+12, 5.94248e+11, 2.37294e+15, 2.8105e+11, 2.84976e+10, 8.03753e+08, 7.4726e+09, 2.21393e+14, 26776.5, 10045.6, 1.11161, 4.45732, 38254.2, 2.18432e+07, 39.495, 6.31509e+11, 6.24217e+11, 3806.28, 6086.16, 1.67838e+10, 10.3585, 612.968, 15159.7, 379776, 2.82967e+07, 7.87785e+08, 295133, 3.14397e+06, 1.26883e+12, 2.87897e+09, 0, 6.77488, 0.754779
