Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
0.000301621, 409.165, 101325, 1.79364e+19, 6.67701e+13, 2.96621e+18, 2.20083e+14, 1.48886e+18, 8.38579e+13, 2.62064e+15, 7.6332e+14, 1.78048e+14, 0, 1.34537e+19, 2.05457e+16, 2.78343e+14, 1.41926e+13, 2.15768e+14, 6.2073e+13, 2.02556e+13, 4.89269e+12, 2.35504e+15, 1.86245e+12, 1.09896e+11, 2.9189e+09, 6.25399e+10, 2.1851e+14, 100613, 37790, 4.18121, 37.5102, 143634, 8.45477e+07, 178.335, 1.14928e+12, 1.16007e+12, 14800, 24058.1, 2.84232e+11, 38.8583, 2304.78, 56922.5, 1.48021e+06, 1.06141e+08, 2.91836e+09, 1.0718e+06, 1.15481e+07, 2.57982e+12, 1.08089e+10, 0, 25.4462, 0.704316
0.000301643, 409.166, 101325, 1.79363e+19, 6.61956e+13, 2.9662e+18, 2.19923e+14, 1.48885e+18, 8.39692e+13, 2.62105e+15, 7.637e+14, 1.78072e+14, 0, 1.34536e+19, 2.0547e+16, 2.78317e+14, 1.41693e+13, 2.16034e+14, 6.20073e+13, 2.0165e+13, 4.82954e+12, 2.35529e+15, 1.80507e+12, 1.08394e+11, 2.87868e+09, 6.01848e+10, 2.18523e+14, 99290.1, 37292.5, 4.1262, 36.7144, 141747, 8.34151e+07, 175.871, 1.14369e+12, 1.1541e+12, 14603.4, 23740.9, 2.77629e+11, 38.3483, 2274.46, 56174.6, 1.45984e+06, 1.04748e+08, 2.88043e+09, 1.05826e+06, 1.1399e+07, 2.56184e+12, 1.06669e+10, 0, 25.1119, 0.704886
0.000301666, 409.167, 101325, 1.79363e+19, 6.56196e+13, 2.96619e+18, 2.19758e+14, 1.48885e+18, 8.40793e+13, 2.62148e+15, 7.6408e+14, 1.78096e+14, 0, 1.34536e+19, 2.05483e+16, 2.78288e+14, 1.41455e+13, 2.16301e+14, 6.19392e+13, 2.00725e+13, 4.76616e+12, 2.35553e+15, 1.74968e+12, 1.06902e+11, 2.83884e+09, 5.79232e+10, 2.18536e+14, 97975.3, 36798, 4.07151, 35.9288, 139871, 8.22895e+07, 173.422, 1.13807e+12, 1.14811e+12, 14407.9, 23425.5, 2.71117e+11, 37.8414, 2244.31, 55431.3, 1.43961e+06, 1.03363e+08, 2.84272e+09, 1.0448e+06, 1.12508e+07, 2.5439e+12, 1.05258e+10, 0, 24.7795, 0.705458
0.000301689, 409.169, 101325, 1.79362e+19, 6.5042e+13, 2.96617e+18, 2.19588e+14, 1.48884e+18, 8.41882e+13, 2.6219e+15, 7.64459e+14, 1.78121e+14, 0, 1.34535e+19, 2.05495e+16, 2.78257e+14, 1.41211e+13, 2.16569e+14, 6.18684e+13, 1.99779e+13, 4.70256e+12, 2.35578e+15, 1.69622e+12, 1.05421e+11, 2.79937e+09, 5.57521e+10, 2.18549e+14, 96668.3, 36306.5, 4.01715, 35.1532, 138007, 8.11708e+07, 170.985, 1.13242e+12, 1.14209e+12, 14213.6, 23111.7, 2.64695e+11, 37.3374, 2214.35, 54692.3, 1.41951e+06, 1.01986e+08, 2.80523e+09, 1.03141e+06, 1.11034e+07, 2.52598e+12, 1.03855e+10, 0, 24.4491, 0.706032
0.000301713, 409.17, 101325, 1.79362e+19, 6.44627e+13, 2.96616e+18, 2.19412e+14, 1.48884e+18, 8.42957e+13, 2.62234e+15, 7.64837e+14, 1.78146e+14, 0, 1.34535e+19, 2.05508e+16, 2.78223e+14, 1.40962e+13, 2.16838e+14, 6.1795e+13, 1.98812e+13, 4.63873e+12, 2.35602e+15, 1.64462e+12, 1.03951e+11, 2.76025e+09, 5.36686e+10, 2.18563e+14, 95368.8, 35817.8, 3.9631, 34.3875, 136153, 8.00588e+07, 168.561, 1.12674e+12, 1.13604e+12, 14020.3, 22799.6, 2.58359e+11, 36.8363, 2184.56, 53957.6, 1.39955e+06, 1.00617e+08, 2.76795e+09, 1.01808e+06, 1.09568e+07, 2.50809e+12, 1.0246e+10, 0, 24.1206, 0.706609
0.000301737, 409.171, 101325, 1.79361e+19, 6.38819e+13, 2.96615e+18, 2.19231e+14, 1.48883e+18, 8.44018e+13, 2.62278e+15, 7.65215e+14, 1.78172e+14, 0, 1.34535e+19, 2.0552e+16, 2.78186e+14, 1.40707e+13, 2.17109e+14, 6.17189e+13, 1.97824e+13, 4.57466e+12, 2.35627e+15, 1.59484e+12, 1.02491e+11, 2.72148e+09, 5.16698e+10, 2.18577e+14, 94076.8, 35331.9, 3.90936, 33.6316, 134309, 7.89534e+07, 166.15, 1.12102e+12, 1.12996e+12, 13828.1, 22489.2, 2.52111e+11, 36.3381, 2154.94, 53227, 1.37972e+06, 9.92561e+07, 2.73087e+09, 1.00482e+06, 1.0811e+07, 2.49022e+12, 1.01073e+10, 0, 23.794, 0.707188
0.000301762, 409.173, 101325, 1.7936e+19, 6.32994e+13, 2.96614e+18, 2.19044e+14, 1.48882e+18, 8.45066e+13, 2.62324e+15, 7.65593e+14, 1.78198e+14, 0, 1.34534e+19, 2.05533e+16, 2.78146e+14, 1.40446e+13, 2.17381e+14, 6.16398e+13, 1.96815e+13, 4.51034e+12, 2.35651e+15, 1.5468e+12, 1.01041e+11, 2.68304e+09, 4.97528e+10, 2.18592e+14, 92791.9, 34848.7, 3.85592, 32.8855, 132476, 7.78544e+07, 163.751, 1.11527e+12, 1.12384e+12, 13637, 22180.3, 2.45947e+11, 35.8426, 2125.49, 52500.5, 1.36002e+06, 9.79025e+07, 2.694e+09, 991620, 1.0666e+07, 2.47236e+12, 9.96931e+09, 0, 23.4692, 0.70777
0.000301787, 409.174, 101325, 1.7936e+19, 6.27152e+13, 2.96613e+18, 2.18852e+14, 1.48882e+18, 8.46098e+13, 2.6237e+15, 7.65969e+14, 1.78225e+14, 0, 1.34534e+19, 2.05545e+16, 2.78104e+14, 1.40179e+13, 2.17654e+14, 6.15578e+13, 1.95782e+13, 4.44579e+12, 2.35675e+15, 1.50045e+12, 9.96007e+10, 2.64493e+09, 4.79149e+10, 2.18607e+14, 91514, 34368.2, 3.80277, 32.1488, 130653, 7.67616e+07, 161.365, 1.10948e+12, 1.11769e+12, 13446.9, 21872.9, 2.39868e+11, 35.3497, 2096.19, 51778, 1.34044e+06, 9.65562e+07, 2.65731e+09, 978483, 1.05217e+07, 2.45452e+12, 9.83212e+09, 0, 23.1461, 0.708355
0.000301813, 409.176, 101325, 1.79359e+19, 6.21293e+13, 2.96612e+18, 2.18653e+14, 1.48881e+18, 8.47116e+13, 2.62417e+15, 7.66345e+14, 1.78252e+14, 0, 1.34533e+19, 2.05557e+16, 2.78058e+14, 1.39906e+13, 2.17928e+14, 6.14727e+13, 1.94727e+13, 4.38098e+12, 2.35699e+15, 1.45574e+12, 9.81698e+10, 2.60713e+09, 4.61532e+10, 2.18622e+14, 90242.9, 33890.2, 3.74991, 31.4217, 128839, 7.56749e+07, 158.989, 1.10366e+12, 1.11151e+12, 13257.8, 21567, 2.33871e+11, 34.8595, 2067.06, 51059.2, 1.32099e+06, 9.52171e+07, 2.62082e+09, 965406, 1.03782e+07, 2.43669e+12, 9.69566e+09, 0, 22.8248, 0.708942
0.000301839, 409.177, 101325, 1.79358e+19, 6.15416e+13, 2.9661e+18, 2.18448e+14, 1.48881e+18, 8.48117e+13, 2.62465e+15, 7.6672e+14, 1.7828e+14, 0, 1.34533e+19, 2.05569e+16, 2.78009e+14, 1.39626e+13, 2.18204e+14, 6.13844e+13, 1.93648e+13, 4.31592e+12, 2.35723e+15, 1.4126e+12, 9.67481e+10, 2.56964e+09, 4.44651e+10, 2.18638e+14, 88978.5, 33414.8, 3.69732, 30.7039, 127035, 7.45941e+07, 156.626, 1.09779e+12, 1.10529e+12, 13069.6, 21262.5, 2.27956e+11, 34.3719, 2038.07, 50344.3, 1.30165e+06, 9.3885e+07, 2.58451e+09, 952387, 1.02354e+07, 2.41886e+12, 9.5599e+09, 0, 22.5051, 0.709532
0.000301865, 409.179, 101325, 1.79358e+19, 6.09522e+13, 2.96609e+18, 2.18237e+14, 1.4888e+18, 8.49102e+13, 2.62514e+15, 7.67095e+14, 1.78308e+14, 0, 1.34532e+19, 2.05581e+16, 2.77958e+14, 1.3934e+13, 2.18482e+14, 6.12927e+13, 1.92544e+13, 4.2506e+12, 2.35747e+15, 1.37098e+12, 9.53353e+10, 2.53244e+09, 4.28479e+10, 2.18654e+14, 87720.5, 32941.7, 3.645, 29.9954, 125240, 7.3519e+07, 154.273, 1.09188e+12, 1.09904e+12, 12882.4, 20959.5, 2.22121e+11, 33.8867, 2009.24, 49632.9, 1.28243e+06, 9.25596e+07, 2.54838e+09, 939423, 1.00932e+07, 2.40103e+12, 9.42484e+09, 0, 22.1871, 0.710126
0.000301892, 409.18, 101325, 1.79357e+19, 6.03608e+13, 2.96608e+18, 2.18019e+14, 1.48879e+18, 8.5007e+13, 2.62563e+15, 7.67468e+14, 1.78337e+14, 0, 1.34532e+19, 2.05593e+16, 2.77903e+14, 1.39046e+13, 2.18761e+14, 6.11976e+13, 1.91415e+13, 4.18501e+12, 2.35771e+15, 1.33083e+12, 9.39311e+10, 2.49553e+09, 4.12991e+10, 2.1867e+14, 86468.7, 32471.1, 3.59294, 29.2959, 123454, 7.24495e+07, 151.93, 1.08593e+12, 1.09274e+12, 12696.1, 20657.7, 2.16365e+11, 33.4038, 1980.54, 48925.1, 1.26333e+06, 9.12407e+07, 2.51242e+09, 926514, 9.95175e+06, 2.3832e+12, 9.29044e+09, 0, 21.8706, 0.710723
0.00030192, 409.182, 101325, 1.79357e+19, 5.97676e+13, 2.96607e+18, 2.17794e+14, 1.48879e+18, 8.51021e+13, 2.62614e+15, 7.67841e+14, 1.78367e+14, 0, 1.34531e+19, 2.05605e+16, 2.77844e+14, 1.38745e+13, 2.19041e+14, 6.10988e+13, 1.90261e+13, 4.11916e+12, 2.35795e+15, 1.29209e+12, 9.25353e+10, 2.4589e+09, 3.98159e+10, 2.18688e+14, 85223, 32002.7, 3.54114, 28.6056, 121677, 7.13853e+07, 149.599, 1.07993e+12, 1.0864e+12, 12510.7, 20357.3, 2.10687e+11, 32.9233, 1951.99, 48220.7, 1.24433e+06, 8.99281e+07, 2.47663e+09, 913655, 9.81091e+06, 2.36535e+12, 9.15669e+09, 0, 21.5557, 0.711323
0.000301948, 409.183, 101325, 1.79356e+19, 5.91724e+13, 2.96605e+18, 2.17562e+14, 1.48878e+18, 8.51952e+13, 2.62666e+15, 7.68213e+14, 1.78397e+14, 0, 1.34531e+19, 2.05617e+16, 2.77782e+14, 1.38437e+13, 2.19323e+14, 6.09962e+13, 1.89079e+13, 4.05303e+12, 2.35819e+15, 1.25472e+12, 9.11476e+10, 2.42253e+09, 3.8396e+10, 2.18705e+14, 83983, 31536.5, 3.48957, 27.9241, 119908, 7.03264e+07, 147.276, 1.07388e+12, 1.08001e+12, 12326.1, 20058.1, 2.05086e+11, 32.4451, 1923.57, 47519.5, 1.22544e+06, 8.86216e+07, 2.441e+09, 900847, 9.67069e+06, 2.34748e+12, 9.02356e+09, 0, 21.2422, 0.711928
0.000301977, 409.185, 101325, 1.79355e+19, 5.85753e+13, 2.96604e+18, 2.17323e+14, 1.48877e+18, 8.52865e+13, 2.6272e+15, 7.68584e+14, 1.78428e+14, 0, 1.3453e+19, 2.05629e+16, 2.77716e+14, 1.38121e+13, 2.19606e+14, 6.08897e+13, 1.87869e+13, 3.98662e+12, 2.35843e+15, 1.21865e+12, 8.97677e+10, 2.38642e+09, 3.70369e+10, 2.18723e+14, 82748.8, 31072.5, 3.43824, 27.2514, 118147, 6.92725e+07, 144.964, 1.06779e+12, 1.07358e+12, 12142.3, 19760.2, 1.99561e+11, 31.9689, 1895.28, 46821.6, 1.20666e+06, 8.73211e+07, 2.40552e+09, 888085, 9.53107e+06, 2.3296e+12, 8.89103e+09, 0, 20.9301, 0.712536
0.000302006, 409.186, 101325, 1.79354e+19, 5.79761e+13, 2.96603e+18, 2.17075e+14, 1.48877e+18, 8.53757e+13, 2.62774e+15, 7.68954e+14, 1.7846e+14, 0, 1.3453e+19, 2.05641e+16, 2.77647e+14, 1.37796e+13, 2.19891e+14, 6.07791e+13, 1.86631e+13, 3.91992e+12, 2.35866e+15, 1.18384e+12, 8.83954e+10, 2.35055e+09, 3.57361e+10, 2.18742e+14, 81519.9, 30610.5, 3.38714, 26.5874, 116393, 6.82235e+07, 142.661, 1.06164e+12, 1.06709e+12, 11959.4, 19463.4, 1.9411e+11, 31.4949, 1867.11, 46126.7, 1.18797e+06, 8.60262e+07, 2.3702e+09, 875369, 9.39202e+06, 2.31168e+12, 8.75909e+09, 0, 20.6194, 0.713148
0.000302037, 409.188, 101325, 1.79354e+19, 5.73748e+13, 2.96601e+18, 2.1682e+14, 1.48876e+18, 8.54628e+13, 2.6283e+15, 7.69323e+14, 1.78492e+14, 0, 1.34529e+19, 2.05652e+16, 2.77573e+14, 1.37464e+13, 2.20177e+14, 6.06642e+13, 1.85364e+13, 3.85293e+12, 2.3589e+15, 1.15024e+12, 8.70303e+10, 2.31493e+09, 3.44912e+10, 2.18761e+14, 80296.2, 30150.4, 3.33625, 25.9321, 114647, 6.71791e+07, 140.366, 1.05544e+12, 1.06056e+12, 11777.2, 19167.6, 1.88733e+11, 31.0228, 1839.06, 45434.7, 1.16939e+06, 8.47367e+07, 2.33501e+09, 862696, 9.25352e+06, 2.29373e+12, 8.6277e+09, 0, 20.3101, 0.713765
0.000302067, 409.19, 101325, 1.79353e+19, 5.67714e+13, 2.966e+18, 2.16556e+14, 1.48876e+18, 8.55476e+13, 2.62886e+15, 7.69691e+14, 1.78526e+14, 0, 1.34529e+19, 2.05664e+16, 2.77495e+14, 1.37122e+13, 2.20465e+14, 6.05448e+13, 1.84066e+13, 3.78564e+12, 2.35914e+15, 1.1178e+12, 8.56722e+10, 2.27953e+09, 3.32999e+10, 2.18781e+14, 79077.5, 29692.3, 3.28557, 25.2852, 112908, 6.61392e+07, 138.08, 1.04918e+12, 1.05397e+12, 11595.7, 18873, 1.83429e+11, 30.5527, 1811.13, 44745.5, 1.15089e+06, 8.34524e+07, 2.29996e+09, 850063, 9.11553e+06, 2.27575e+12, 8.49684e+09, 0, 20.0019, 0.714386
0.000302099, 409.191, 101325, 1.79352e+19, 5.61657e+13, 2.96599e+18, 2.16284e+14, 1.48875e+18, 8.56302e+13, 2.62945e+15, 7.70057e+14, 1.7856e+14, 0, 1.34528e+19, 2.05675e+16, 2.77413e+14, 1.36772e+13, 2.20754e+14, 6.04206e+13, 1.82736e+13, 3.71803e+12, 2.35938e+15, 1.08647e+12, 8.43207e+10, 2.24434e+09, 3.216e+10, 2.18801e+14, 77863.5, 29235.9, 3.23509, 24.6467, 111176, 6.51035e+07, 135.802, 1.04285e+12, 1.04732e+12, 11414.9, 18579.3, 1.78196e+11, 30.0843, 1783.31, 44059, 1.13249e+06, 8.21731e+07, 2.26505e+09, 837469, 8.97805e+06, 2.25771e+12, 8.36648e+09, 0, 19.695, 0.715012
0.000302131, 409.193, 101325, 1.79352e+19, 5.55578e+13, 2.96597e+18, 2.16002e+14, 1.48874e+18, 8.57103e+13, 2.63004e+15, 7.70423e+14, 1.78595e+14, 0, 1.34528e+19, 2.05686e+16, 2.77326e+14, 1.36412e+13, 2.21046e+14, 6.02915e+13, 1.81373e+13, 3.65011e+12, 2.35962e+15, 1.05621e+12, 8.29756e+10, 2.20936e+09, 3.10692e+10, 2.18822e+14, 76654, 28781.3, 3.1848, 24.0165, 109450, 6.4072e+07, 133.531, 1.03647e+12, 1.04061e+12, 11234.7, 18286.6, 1.73033e+11, 29.6177, 1755.59, 43375, 1.11418e+06, 8.08985e+07, 2.23025e+09, 824910, 8.84103e+06, 2.23962e+12, 8.23661e+09, 0, 19.3892, 0.715644
0.000302164, 409.195, 101325, 1.79351e+19, 5.49475e+13, 2.96596e+18, 2.15711e+14, 1.48873e+18, 8.57878e+13, 2.63065e+15, 7.70787e+14, 1.7863e+14, 0, 1.34527e+19, 2.05698e+16, 2.77234e+14, 1.36042e+13, 2.21338e+14, 6.01572e+13, 1.79976e+13, 3.58187e+12, 2.35986e+15, 1.02697e+12, 8.16366e+10, 2.17458e+09, 3.00252e+10, 2.18844e+14, 75448.8, 28328.2, 3.13468, 23.3944, 107730, 6.30443e+07, 131.268, 1.03002e+12, 1.03384e+12, 11055.2, 17994.7, 1.6794e+11, 29.1527, 1727.96, 42693.4, 1.09595e+06, 7.96283e+07, 2.19557e+09, 812384, 8.70445e+06, 2.22147e+12, 8.1072e+09, 0, 19.0845, 0.716281
0.000302198, 409.196, 101325, 1.7935e+19, 5.43347e+13, 2.96595e+18, 2.1541e+14, 1.48873e+18, 8.58626e+13, 2.63128e+15, 7.71149e+14, 1.78667e+14, 0, 1.34526e+19, 2.05709e+16, 2.77138e+14, 1.35662e+13, 2.21633e+14, 6.00174e+13, 1.78544e+13, 3.51329e+12, 2.3601e+15, 9.98695e+11, 8.03033e+10, 2.13999e+09, 2.9026e+10, 2.18866e+14, 74247.5, 27876.7, 3.08473, 22.7805, 106016, 6.20202e+07, 129.011, 1.0235e+12, 1.027e+12, 10876.2, 17703.7, 1.62915e+11, 28.6892, 1700.43, 42014.1, 1.0778e+06, 7.83623e+07, 2.161e+09, 799888, 8.56828e+06, 2.20325e+12, 7.97821e+09, 0, 18.7807, 0.716923
0.000302233, 409.198, 101325, 1.79349e+19, 5.37195e+13, 2.96593e+18, 2.15098e+14, 1.48872e+18, 8.59346e+13, 2.63192e+15, 7.7151e+14, 1.78705e+14, 0, 1.34526e+19, 2.0572e+16, 2.77036e+14, 1.3527e+13, 2.21929e+14, 5.98719e+13, 1.77076e+13, 3.44437e+12, 2.36034e+15, 9.71353e+11, 7.89754e+10, 2.10556e+09, 2.80695e+10, 2.18889e+14, 73050, 27426.6, 3.03494, 22.1745, 104307, 6.09995e+07, 126.761, 1.01691e+12, 1.02009e+12, 10697.8, 17413.4, 1.57957e+11, 28.2272, 1672.99, 41336.8, 1.05972e+06, 7.71002e+07, 2.12652e+09, 787420, 8.43249e+06, 2.18496e+12, 7.84961e+09, 0, 18.478, 0.717572
0.000302269, 409.2, 101325, 1.79349e+19, 5.31016e+13, 2.96592e+18, 2.14776e+14, 1.48871e+18, 8.60036e+13, 2.63259e+15, 7.7187e+14, 1.78744e+14, 0, 1.34525e+19, 2.05731e+16, 2.76929e+14, 1.34868e+13, 2.22227e+14, 5.97203e+13, 1.75569e+13, 3.3751e+12, 2.36058e+15, 9.44896e+11, 7.76526e+10, 2.07132e+09, 2.71535e+10, 2.18913e+14, 71856.4, 26977.6, 2.98531, 21.5765, 102604, 5.99823e+07, 124.516, 1.01024e+12, 1.01311e+12, 10520, 17123.8, 1.53066e+11, 27.7637, 1645.62, 40661.9, 1.04172e+06, 7.58419e+07, 2.09214e+09, 774977, 8.29705e+06, 2.16658e+12, 7.72139e+09, 0, 18.176, 0.718227
0.000302306, 409.202, 101325, 1.79348e+19, 5.24811e+13, 2.9659e+18, 2.14442e+14, 1.48871e+18, 8.60694e+13, 2.63326e+15, 7.72227e+14, 1.78784e+14, 0, 1.34525e+19, 2.05741e+16, 2.76816e+14, 1.34453e+13, 2.22527e+14, 5.95623e+13, 1.74022e+13, 3.30547e+12, 2.36083e+15, 9.19282e+11, 7.63346e+10, 2.03721e+09, 2.62761e+10, 2.18938e+14, 70665.5, 26530, 2.93579, 20.9862, 100905, 5.89679e+07, 122.276, 1.00349e+12, 1.00605e+12, 10342.5, 16834.8, 1.48241e+11, 27.3042, 1618.32, 39988.4, 1.02379e+06, 7.45867e+07, 2.05785e+09, 762555, 8.16192e+06, 2.1481e+12, 7.5935e+09, 0, 17.8749, 0.718889
0.000302343, 409.204, 101325, 1.79347e+19, 5.18577e+13, 2.96589e+18, 2.14095e+14, 1.4887e+18, 8.61318e+13, 2.63396e+15, 7.72583e+14, 1.78825e+14, 0, 1.34524e+19, 2.05752e+16, 2.76697e+14, 1.34026e+13, 2.22828e+14, 5.93975e+13, 1.72434e+13, 3.23546e+12, 2.36107e+15, 8.94469e+11, 7.50208e+10, 2.00324e+09, 2.54353e+10, 2.18964e+14, 69477.4, 26083.5, 2.88639, 20.4034, 99209.2, 5.79561e+07, 120.041, 9.96658e+11, 9.98903e+11, 10165.5, 16546.4, 1.43479e+11, 26.8457, 1591.1, 39316.4, 1.00592e+06, 7.33344e+07, 2.02363e+09, 750151, 8.02708e+06, 2.12953e+12, 7.46592e+09, 0, 17.5745, 0.719558
0.000302382, 409.205, 101325, 1.79346e+19, 5.12314e+13, 2.96587e+18, 2.13736e+14, 1.48869e+18, 8.61906e+13, 2.63468e+15, 7.72937e+14, 1.78867e+14, 0, 1.34524e+19, 2.05762e+16, 2.76571e+14, 1.33586e+13, 2.23131e+14, 5.92256e+13, 1.70803e+13, 3.16506e+12, 2.36132e+15, 8.70416e+11, 7.37109e+10, 1.9694e+09, 2.46292e+10, 2.1899e+14, 68291.8, 25637.9, 2.8371, 19.8282, 97517.2, 5.69467e+07, 117.81, 9.89733e+11, 9.9167e+11, 9988.81, 16258.4, 1.38781e+11, 26.3883, 1563.93, 38645.9, 988102, 7.20847e+07, 1.98947e+09, 737761, 7.89247e+06, 2.11083e+12, 7.3386e+09, 0, 17.2747, 0.720235
0.000302422, 409.207, 101325, 1.79345e+19, 5.06021e+13, 2.96586e+18, 2.13364e+14, 1.48868e+18, 8.62457e+13, 2.63542e+15, 7.73289e+14, 1.78911e+14, 0, 1.34523e+19, 2.05773e+16, 2.76438e+14, 1.33132e+13, 2.23436e+14, 5.90461e+13, 1.69126e+13, 3.09427e+12, 2.36157e+15, 8.47083e+11, 7.24046e+10, 1.93568e+09, 2.38559e+10, 2.19017e+14, 67108.4, 25193.2, 2.7879, 19.2604, 95828.4, 5.59393e+07, 115.582, 9.82714e+11, 9.84344e+11, 9812.45, 15970.7, 1.34145e+11, 25.9316, 1536.81, 37976.6, 970341, 7.08373e+07, 1.95537e+09, 725382, 7.75806e+06, 2.09201e+12, 7.21151e+09, 0, 16.9755, 0.72092
0.000302463, 409.209, 101325, 1.79344e+19, 4.99696e+13, 2.96584e+18, 2.12977e+14, 1.48868e+18, 8.62967e+13, 2.63618e+15, 7.73638e+14, 1.78956e+14, 0, 1.34522e+19, 2.05783e+16, 2.76299e+14, 1.32664e+13, 2.23742e+14, 5.88585e+13, 1.67403e+13, 3.02306e+12, 2.36182e+15, 8.24429e+11, 7.11013e+10, 1.90205e+09, 2.31136e+10, 2.19046e+14, 65926.8, 24749.1, 2.73877, 18.7, 94142.1, 5.49338e+07, 113.356, 9.75593e+11, 9.76919e+11, 9636.35, 15683.4, 1.29571e+11, 25.4757, 1509.73, 37308.3, 952627, 6.95917e+07, 1.92131e+09, 713011, 7.62382e+06, 2.07305e+12, 7.08462e+09, 0, 16.6767, 0.721613
0.000302506, 409.211, 101325, 1.79343e+19, 4.93339e+13, 2.96583e+18, 2.12575e+14, 1.48867e+18, 8.63434e+13, 2.63697e+15, 7.73985e+14, 1.79002e+14, 0, 1.34522e+19, 2.05793e+16, 2.76152e+14, 1.3218e+13, 2.24051e+14, 5.86624e+13, 1.65629e+13, 2.95143e+12, 2.36207e+15, 8.02418e+11, 6.98007e+10, 1.86852e+09, 2.24005e+10, 2.19075e+14, 64746.6, 24305.6, 2.6897, 18.1467, 92457.7, 5.39297e+07, 111.133, 9.68367e+11, 9.6939e+11, 9460.45, 15396.3, 1.25057e+11, 25.0202, 1482.69, 36640.8, 934957, 6.83476e+07, 1.88729e+09, 700642, 7.48969e+06, 2.05395e+12, 6.95787e+09, 0, 16.3783, 0.722316
0.00030255, 409.213, 101325, 1.79343e+19, 4.86946e+13, 2.96581e+18, 2.12157e+14, 1.48866e+18, 8.63855e+13, 2.63778e+15, 7.7433e+14, 1.7905e+14, 0, 1.34521e+19, 2.05803e+16, 2.75996e+14, 1.31679e+13, 2.24361e+14, 5.84572e+13, 1.63804e+13, 2.87936e+12, 2.36233e+15, 7.8101e+11, 6.85023e+10, 1.83506e+09, 2.17147e+10, 2.19106e+14, 63567.3, 23862.5, 2.64068, 17.6005, 90774.8, 5.29267e+07, 108.911, 9.61027e+11, 9.61749e+11, 9284.68, 15109.2, 1.20603e+11, 24.5652, 1455.67, 35973.8, 917322, 6.71045e+07, 1.85329e+09, 688271, 7.35562e+06, 2.03467e+12, 6.83123e+09, 0, 16.0801, 0.723029
0.000302595, 409.216, 101325, 1.79342e+19, 4.80518e+13, 2.96579e+18, 2.11722e+14, 1.48865e+18, 8.64227e+13, 2.63862e+15, 7.74672e+14, 1.791e+14, 0, 1.3452e+19, 2.05813e+16, 2.75832e+14, 1.31161e+13, 2.24672e+14, 5.82422e+13, 1.61924e+13, 2.80683e+12, 2.36259e+15, 7.60169e+11, 6.72055e+10, 1.80166e+09, 2.10547e+10, 2.19138e+14, 62388.6, 23419.5, 2.59167, 17.0613, 89092.6, 5.19244e+07, 106.689, 9.53568e+11, 9.5399e+11, 9108.99, 14822.1, 1.16207e+11, 24.1103, 1428.66, 35307.1, 899717, 6.58619e+07, 1.81929e+09, 675893, 7.22157e+06, 2.01522e+12, 6.70465e+09, 0, 15.782, 0.723752
0.000302642, 409.218, 101325, 1.79341e+19, 4.74051e+13, 2.96578e+18, 2.11269e+14, 1.48864e+18, 8.64545e+13, 2.63949e+15, 7.7501e+14, 1.79152e+14, 0, 1.3452e+19, 2.05822e+16, 2.75659e+14, 1.30625e+13, 2.24985e+14, 5.80168e+13, 1.59987e+13, 2.73382e+12, 2.36285e+15, 7.39857e+11, 6.59098e+10, 1.7683e+09, 2.04187e+10, 2.19171e+14, 61210, 22976.7, 2.54267, 16.5288, 87410.4, 5.09224e+07, 104.467, 9.4598e+11, 9.46105e+11, 8933.3, 14534.9, 1.11869e+11, 23.6554, 1401.65, 34640.5, 882135, 6.46193e+07, 1.78529e+09, 663503, 7.08747e+06, 1.99557e+12, 6.57806e+09, 0, 15.484, 0.724487
0.000302691, 409.22, 101325, 1.7934e+19, 4.67545e+13, 2.96576e+18, 2.10796e+14, 1.48863e+18, 8.64807e+13, 2.64039e+15, 7.75345e+14, 1.79205e+14, 0, 1.34519e+19, 2.05831e+16, 2.75475e+14, 1.30069e+13, 2.253e+14, 5.77801e+13, 1.57989e+13, 2.66031e+12, 2.36311e+15, 7.2004e+11, 6.46146e+10, 1.73496e+09, 1.98051e+10, 2.19205e+14, 60030.9, 22533.6, 2.49365, 16.0031, 85727.5, 4.99204e+07, 102.243, 9.38256e+11, 9.38085e+11, 8757.53, 14247.4, 1.07587e+11, 23.2003, 1374.63, 33973.5, 864567, 6.33761e+07, 1.75127e+09, 651096, 6.95328e+06, 1.9757e+12, 6.45142e+09, 0, 15.1858, 0.725233
