Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
2.06e-09, 400, 1.83473e+19, 5.74633e+06, 3.0585e+18, 1.52833e+18, 5.25423e+07, 2.63382e+07, 1.80926e+06, 2.54577e+06
2.07e-09, 400, 1.83473e+19, 5.9274e+06, 3.0585e+18, 1.52833e+18, 5.42009e+07, 2.71695e+07, 1.8667e+06, 2.62611e+06
2.08e-09, 400, 1.83473e+19, 6.11417e+06, 3.0585e+18, 1.52833e+18, 5.59117e+07, 2.8027e+07, 1.92595e+06, 2.70899e+06
2.09e-09, 400, 1.83473e+19, 6.30683e+06, 3.0585e+18, 1.52833e+18, 5.76765e+07, 2.89114e+07, 1.98706e+06, 2.79447e+06
2.1e-09, 400, 1.83473e+19, 6.50555e+06, 3.0585e+18, 1.52833e+18, 5.94969e+07, 2.98238e+07, 2.05011e+06, 2.88265e+06
2.11e-09, 400, 1.83473e+19, 6.71054e+06, 3.0585e+18, 1.52833e+18, 6.13746e+07, 3.07649e+07, 2.11514e+06, 2.97361e+06
2.12e-09, 400, 1.83473e+19, 6.92199e+06, 3.0585e+18, 1.52833e+18, 6.33115e+07, 3.17356e+07, 2.18222e+06, 3.06744e+06
2.13e-09, 400, 1.83473e+19, 7.14009e+06, 3.0585e+18, 1.52833e+18, 6.53094e+07, 3.2737e+07, 2.25142e+06, 3.16422e+06
2.14e-09, 400, 1.83473e+19, 7.36507e+06, 3.0585e+18, 1.52833e+18, 6.73703e+07, 3.37698e+07, 2.32279e+06, 3.26405e+06
2.15e-09, 400, 1.83473e+19, 7.59713e+06, 3.0585e+18, 1.52833e+18, 6.94961e+07, 3.48353e+07, 2.39642e+06, 3.36703e+06
2.16e-09, 400, 1.83473e+19, 7.83651e+06, 3.0585e+18, 1.52833e+18, 7.16889e+07, 3.59343e+07, 2.47237e+06, 3.47325e+06
2.17e-09, 400, 1.83473e+19, 8.08342e+06, 3.0585e+18, 1.52833e+18, 7.39508e+07, 3.70679e+07, 2.55071e+06, 3.58281e+06
2.18e-09, 400, 1.83473e+19, 8.33812e+06, 3.0585e+18, 1.52833e+18, 7.62839e+07, 3.82373e+07, 2.63152e+06, 3.69583e+06
2.19e-09, 400, 1.83473e+19, 8.60083e+06, 3.0585e+18, 1.52833e+18, 7.86906e+07, 3.94435e+07, 2.71488e+06, 3.81241e+06
2.2e-09, 400, 1.83473e+19, 8.87182e+06, 3.0585e+18, 1.52833e+18, 8.11731e+07, 4.06877e+07, 2.80087e+06, 3.93267e+06
2.21e-09, 400, 1.83473e+19, 9.15135e+06, 3.0585e+18, 1.52833e+18, 8.37338e+07, 4.19711e+07, 2.88957e+06, 4.05671e+06
2.22e-09, 400, 1.83473e+19, 9.43968e+06, 3.0585e+18, 1.52833e+18, 8.63752e+07, 4.32949e+07, 2.98106e+06, 4.18466e+06
2.23e-09, 400, 1.83473e+19, 9.73709e+06, 3.0585e+18, 1.52833e+18, 8.90998e+07, 4.46605e+07, 3.07544e+06, 4.31665e+06
2.24e-09, 400, 1.83473e+19, 1.00439e+07, 3.0585e+18, 1.52833e+18, 9.19103e+07, 4.6069e+07, 3.17279e+06, 4.45279e+06
2.25e-09, 400, 1.83473e+19, 1.03603e+07, 3.0585e+18, 1.52833e+18, 9.48093e+07, 4.7522e+07, 3.27322e+06, 4.59322e+06
2.26e-09, 400, 1.83473e+19, 1.06867e+07, 3.0585e+18, 1.52833e+18, 9.77997e+07, 4.90207e+07, 3.3768e+06, 4.73807e+06
2.27e-09, 400, 1.83473e+19, 1.10234e+07, 3.0585e+18, 1.52833e+18, 1.00884e+08, 5.05666e+07, 3.48365e+06, 4.88749e+06
2.28e-09, 400, 1.83473e+19, 1.13707e+07, 3.0585e+18, 1.52833e+18, 1.04066e+08, 5.21613e+07, 3.59387e+06, 5.04162e+06
2.29e-09, 400, 1.83473e+19, 1.17289e+07, 3.0585e+18, 1.52833e+18, 1.07348e+08, 5.38062e+07, 3.70757e+06, 5.2006e+06
2.3e-09, 400, 1.83473e+19, 1.20984e+07, 3.0585e+18, 1.52833e+18, 1.10733e+08, 5.55029e+07, 3.82484e+06, 5.36459e+06
2.31e-09, 400, 1.83473e+19, 1.24795e+07, 3.0585e+18, 1.52833e+18, 1.14225e+08, 5.72531e+07, 3.94582e+06, 5.53374e+06
2.32e-09, 400, 1.83473e+19, 1.28727e+07, 3.0585e+18, 1.52833e+18, 1.17827e+08, 5.90583e+07, 4.0706e+06, 5.70823e+06
2.33e-09, 400, 1.83473e+19, 1.32782e+07, 3.0585e+18, 1.52833e+18, 1.21543e+08, 6.09205e+07, 4.19932e+06, 5.88821e+06
2.34e-09, 400, 1.83473e+19, 1.36965e+07, 3.0585e+18, 1.52833e+18, 1.25376e+08, 6.28413e+07, 4.3321e+06, 6.07386e+06
2.35e-09, 400, 1.83473e+19, 1.41279e+07, 3.0585e+18, 1.52833e+18, 1.29329e+08, 6.48227e+07, 4.46906e+06, 6.26536e+06
2.36e-09, 400, 1.83473e+19, 1.45729e+07, 3.0585e+18, 1.52833e+18, 1.33407e+08, 6.68664e+07, 4.61033e+06, 6.46289e+06
2.37e-09, 400, 1.83473e+19, 1.50319e+07, 3.0585e+18, 1.52833e+18, 1.37613e+08, 6.89745e+07, 4.75606e+06, 6.66664e+06
2.38e-09, 400, 1.83473e+19, 1.55054e+07, 3.0585e+18, 1.52833e+18, 1.41952e+08, 7.11491e+07, 4.90638e+06, 6.87681e+06
2.39e-09, 400, 1.83473e+19, 1.59938e+07, 3.0585e+18, 1.52833e+18, 1.46427e+08, 7.33921e+07, 5.06144e+06, 7.0936e+06
2.4e-09, 400, 1.83473e+19, 1.64975e+07, 3.0585e+18, 1.52833e+18, 1.51044e+08, 7.57057e+07, 5.22138e+06, 7.31722e+06
2.41e-09, 400, 1.83473e+19, 1.70171e+07, 3.0585e+18, 1.52833e+18, 1.55805e+08, 7.80923e+07, 5.38636e+06, 7.54788e+06
2.42e-09, 400, 1.83473e+19, 1.7553e+07, 3.0585e+18, 1.52833e+18, 1.60717e+08, 8.0554e+07, 5.55654e+06, 7.78581e+06
2.43e-09, 400, 1.83473e+19, 1.81058e+07, 3.0585e+18, 1.52833e+18, 1.65783e+08, 8.30932e+07, 5.73209e+06, 8.03123e+06
2.44e-09, 400, 1.83473e+19, 1.86759e+07, 3.0585e+18, 1.52833e+18, 1.71009e+08, 8.57124e+07, 5.91316e+06, 8.28438e+06
2.45e-09, 400, 1.83473e+19, 1.9264e+07, 3.0585e+18, 1.52833e+18, 1.764e+08, 8.8414e+07, 6.09995e+06, 8.5455e+06
2.46e-09, 400, 1.83473e+19, 1.98706e+07, 3.0585e+18, 1.52833e+18, 1.8196e+08, 9.12008e+07, 6.29261e+06, 8.81484e+06
2.47e-09, 400, 1.83473e+19, 2.04962e+07, 3.0585e+18, 1.52833e+18, 1.87696e+08, 9.40752e+07, 6.49135e+06, 9.09266e+06
2.48e-09, 400, 1.83473e+19, 2.11415e+07, 3.0585e+18, 1.52833e+18, 1.93612e+08, 9.70402e+07, 6.69635e+06, 9.37923e+06
2.49e-09, 400, 1.83473e+19, 2.18071e+07, 3.0585e+18, 1.52833e+18, 1.99714e+08, 1.00099e+08, 6.90781e+06, 9.67482e+06
2.5e-09, 400, 1.83473e+19, 2.24936e+07, 3.0585e+18, 1.52833e+18, 2.06008e+08, 1.03253e+08, 7.12593e+06, 9.97972e+06
2.51e-09, 400, 1.83473e+19, 2.32017e+07, 3.0585e+18, 1.52833e+18, 2.12501e+08, 1.06507e+08, 7.35092e+06, 1.02942e+07
2.52e-09, 400, 1.83473e+19, 2.3932e+07, 3.0585e+18, 1.52833e+18, 2.19198e+08, 1.09863e+08, 7.583e+06, 1.06186e+07
2.53e-09, 400, 1.83473e+19, 2.46852e+07, 3.0585e+18, 1.52833e+18, 2.26105e+08, 1.13325e+08, 7.82239e+06, 1.09532e+07
2.54e-09, 400, 1.83473e+19, 2.54621e+07, 3.0585e+18, 1.52833e+18, 2.3323e+08, 1.16896e+08, 8.06932e+06, 1.12983e+07
2.55e-09, 400, 1.83473e+19, 2.62633e+07, 3.0585e+18, 1.52833e+18, 2.4058e+08, 1.2058e+08, 8.32403e+06, 1.16543e+07
2.56e-09, 400, 1.83473e+19, 2.70897e+07, 3.0585e+18, 1.52833e+18, 2.4816e+08, 1.24379e+08, 8.58676e+06, 1.20215e+07
2.57e-09, 400, 1.83473e+19, 2.7942e+07, 3.0585e+18, 1.52833e+18, 2.55979e+08, 1.28298e+08, 8.85777e+06, 1.24003e+07
2.58e-09, 400, 1.83473e+19, 2.88211e+07, 3.0585e+18, 1.52833e+18, 2.64045e+08, 1.3234e+08, 9.13731e+06, 1.2791e+07
2.59e-09, 400, 1.83473e+19, 2.97277e+07, 3.0585e+18, 1.52833e+18, 2.72363e+08, 1.36509e+08, 9.42566e+06, 1.31939e+07
2.6e-09, 400, 1.83473e+19, 3.06627e+07, 3.0585e+18, 1.52833e+18, 2.80944e+08, 1.40809e+08, 9.72309e+06, 1.36096e+07
2.61e-09, 400, 1.83473e+19, 3.1627e+07, 3.0585e+18, 1.52833e+18, 2.89794e+08, 1.45245e+08, 1.00299e+07, 1.40383e+07
2.62e-09, 400, 1.83473e+19, 3.26215e+07, 3.0585e+18, 1.52833e+18, 2.98923e+08, 1.4982e+08, 1.03463e+07, 1.44804e+07
2.63e-09, 400, 1.83473e+19, 3.36471e+07, 3.0585e+18, 1.52833e+18, 3.08339e+08, 1.54539e+08, 1.06728e+07, 1.49365e+07
2.64e-09, 400, 1.83473e+19, 3.47048e+07, 3.0585e+18, 1.52833e+18, 3.18051e+08, 1.59407e+08, 1.10095e+07, 1.5407e+07
2.65e-09, 400, 1.83473e+19, 3.57956e+07, 3.0585e+18, 1.52833e+18, 3.28068e+08, 1.64427e+08, 1.13568e+07, 1.58922e+07
2.66e-09, 400, 1.83473e+19, 3.69205e+07, 3.0585e+18, 1.52833e+18, 3.384e+08, 1.69605e+08, 1.1715e+07, 1.63926e+07
2.67e-09, 400, 1.83473e+19, 3.80805e+07, 3.0585e+18, 1.52833e+18, 3.49057e+08, 1.74946e+08, 1.20845e+07, 1.69088e+07
2.68e-09, 400, 1.83473e+19, 3.92768e+07, 3.0585e+18, 1.52833e+18, 3.60048e+08, 1.80455e+08, 1.24657e+07, 1.74412e+07
2.69e-09, 400, 1.83473e+19, 4.05104e+07, 3.0585e+18, 1.52833e+18, 3.71385e+08, 1.86136e+08, 1.28588e+07, 1.79904e+07
2.7e-09, 400, 1.83473e+19, 4.17824e+07, 3.0585e+18, 1.52833e+18, 3.83078e+08, 1.91996e+08, 1.32643e+07, 1.85568e+07
2.71e-09, 400, 1.83473e+19, 4.30941e+07, 3.0585e+18, 1.52833e+18, 3.95138e+08, 1.9804e+08, 1.36826e+07, 1.91409e+07
2.72e-09, 400, 1.83473e+19, 4.44467e+07, 3.0585e+18, 1.52833e+18, 4.07577e+08, 2.04274e+08, 1.41141e+07, 1.97434e+07
2.73e-09, 400, 1.83473e+19, 4.58413e+07, 3.0585e+18, 1.52833e+18, 4.20406e+08, 2.10704e+08, 1.45591e+07, 2.03648e+07
2.74e-09, 400, 1.83473e+19, 4.72793e+07, 3.0585e+18, 1.52833e+18, 4.33638e+08, 2.17335e+08, 1.50181e+07, 2.10057e+07
2.75e-09, 400, 1.83473e+19, 4.8762e+07, 3.0585e+18, 1.52833e+18, 4.47284e+08, 2.24174e+08, 1.54916e+07, 2.16667e+07
2.76e-09, 400, 1.83473e+19, 5.02908e+07, 3.0585e+18, 1.52833e+18, 4.61359e+08, 2.31228e+08, 1.59799e+07, 2.23485e+07
2.77e-09, 400, 1.83473e+19, 5.18669e+07, 3.0585e+18, 1.52833e+18, 4.75875e+08, 2.38503e+08, 1.64836e+07, 2.30516e+07
2.78e-09, 400, 1.83473e+19, 5.34918e+07, 3.0585e+18, 1.52833e+18, 4.90846e+08, 2.46006e+08, 1.70032e+07, 2.37767e+07
2.79e-09, 400, 1.83473e+19, 5.51671e+07, 3.0585e+18, 1.52833e+18, 5.06286e+08, 2.53744e+08, 1.75391e+07, 2.45245e+07
2.8e-09, 400, 1.83473e+19, 5.68941e+07, 3.0585e+18, 1.52833e+18, 5.22209e+08, 2.61724e+08, 1.80918e+07, 2.52958e+07
2.81e-09, 400, 1.83473e+19, 5.86744e+07, 3.0585e+18, 1.52833e+18, 5.38631e+08, 2.69954e+08, 1.8662e+07, 2.60912e+07
2.82e-09, 400, 1.83473e+19, 6.05096e+07, 3.0585e+18, 1.52833e+18, 5.55567e+08, 2.78441e+08, 1.925e+07, 2.69115e+07
2.83e-09, 400, 1.83473e+19, 6.24014e+07, 3.0585e+18, 1.52833e+18, 5.73033e+08, 2.87194e+08, 1.98565e+07, 2.77574e+07
2.84e-09, 400, 1.83473e+19, 6.43512e+07, 3.0585e+18, 1.52833e+18, 5.91045e+08, 2.96221e+08, 2.04821e+07, 2.86298e+07
2.85e-09, 400, 1.83473e+19, 6.6361e+07, 3.0585e+18, 1.52833e+18, 6.09619e+08, 3.0553e+08, 2.11273e+07, 2.95294e+07
2.86e-09, 400, 1.83473e+19, 6.84323e+07, 3.0585e+18, 1.52833e+18, 6.28774e+08, 3.15129e+08, 2.17928e+07, 3.04571e+07
2.87e-09, 400, 1.83473e+19, 7.05669e+07, 3.0585e+18, 1.52833e+18, 6.48527e+08, 3.25028e+08, 2.24792e+07, 3.14138e+07
2.88e-09, 400, 1.83473e+19, 7.27668e+07, 3.0585e+18, 1.52833e+18, 6.68895e+08, 3.35235e+08, 2.31871e+07, 3.24003e+07
2.89e-09, 400, 1.83473e+19, 7.50336e+07, 3.0585e+18, 1.52833e+18, 6.89899e+08, 3.45761e+08, 2.39173e+07, 3.34176e+07
2.9e-09, 400, 1.83473e+19, 7.73694e+07, 3.0585e+18, 1.52833e+18, 7.11557e+08, 3.56615e+08, 2.46703e+07, 3.44665e+07
2.91e-09, 400, 1.83473e+19, 7.9776e+07, 3.0585e+18, 1.52833e+18, 7.3389e+08, 3.67806e+08, 2.5447e+07, 3.5548e+07
2.92e-09, 400, 1.83473e+19, 8.22554e+07, 3.0585e+18, 1.52833e+18, 7.56917e+08, 3.79346e+08, 2.62481e+07, 3.66632e+07
2.93e-09, 400, 1.83473e+19, 8.48097e+07, 3.0585e+18, 1.52833e+18, 7.8066e+08, 3.91244e+08, 2.70742e+07, 3.78131e+07
2.94e-09, 400, 1.83473e+19, 8.74408e+07, 3.0585e+18, 1.52833e+18, 8.0514e+08, 4.03511e+08, 2.79262e+07, 3.89986e+07
2.95e-09, 400, 1.83473e+19, 9.01509e+07, 3.0585e+18, 1.52833e+18, 8.30379e+08, 4.16159e+08, 2.8805e+07, 4.02209e+07
2.96e-09, 400, 1.83473e+19, 9.2942e+07, 3.0585e+18, 1.52833e+18, 8.56401e+08, 4.29199e+08, 2.97112e+07, 4.14811e+07
2.97e-09, 400, 1.83473e+19, 9.58164e+07, 3.0585e+18, 1.52833e+18, 8.83229e+08, 4.42643e+08, 3.06458e+07, 4.27802e+07
2.98e-09, 400, 1.83473e+19, 9.87762e+07, 3.0585e+18, 1.52833e+18, 9.10887e+08, 4.56502e+08, 3.16097e+07, 4.41195e+07
2.99e-09, 400, 1.83473e+19, 1.01824e+08, 3.0585e+18, 1.52833e+18, 9.39399e+08, 4.70789e+08, 3.26037e+07, 4.55002e+07
3e-09, 400, 1.83473e+19, 1.04961e+08, 3.0585e+18, 1.52833e+18, 9.6879e+08, 4.85517e+08, 3.36288e+07, 4.69234e+07
3.01e-09, 400, 1.83473e+19, 1.0819e+08, 3.0585e+18, 1.52833e+18, 9.99088e+08, 5.00699e+08, 3.46859e+07, 4.83905e+07
3.02e-09, 400, 1.83473e+19, 1.11514e+08, 3.0585e+18, 1.52833e+18, 1.03032e+09, 5.16347e+08, 3.5776e+07, 4.99026e+07
3.03e-09, 400, 1.83473e+19, 1.14934e+08, 3.0585e+18, 1.52833e+18, 1.06251e+09, 5.32476e+08, 3.69002e+07, 5.14612e+07
3.04e-09, 400, 1.83473e+19, 1.18453e+08, 3.0585e+18, 1.52833e+18, 1.09568e+09, 5.491e+08, 3.80594e+07, 5.30675e+07
3.05e-09, 400, 1.83473e+19, 1.22074e+08, 3.0585e+18, 1.52833e+18, 1.12988e+09, 5.66232e+08, 3.92547e+07, 5.4723e+07
3.06e-09, 400, 1.83473e+19, 1.25798e+08, 3.0585e+18, 1.52833e+18, 1.16511e+09, 5.83888e+08, 4.04873e+07, 5.64291e+07
3.07e-09, 400, 1.83473e+19, 1.29628e+08, 3.0585e+18, 1.52833e+18, 1.20143e+09, 6.02082e+08, 4.17582e+07, 5.81871e+07
3.08e-09, 400, 1.83473e+19, 1.33566e+08, 3.0585e+18, 1.52833e+18, 1.23885e+09, 6.2083e+08, 4.30687e+07, 5.99986e+07
3.09e-09, 400, 1.83473e+19, 1.37615e+08, 3.0585e+18, 1.52833e+18, 1.2774e+09, 6.40148e+08, 4.44199e+07, 6.18651e+07
3.1e-09, 400, 1.83473e+19, 1.41776e+08, 3.0585e+18, 1.52833e+18, 1.31713e+09, 6.6005e+08, 4.58131e+07, 6.37881e+07
3.11e-09, 400, 1.83473e+19, 1.46052e+08, 3.0585e+18, 1.52833e+18, 1.35805e+09, 6.80554e+08, 4.72495e+07, 6.57692e+07
3.12e-09, 400, 1.83473e+19, 1.50446e+08, 3.0585e+18, 1.52833e+18, 1.40021e+09, 7.01677e+08, 4.87304e+07, 6.781e+07
3.13e-09, 400, 1.83473e+19, 1.54959e+08, 3.0585e+18, 1.52833e+18, 1.44364e+09, 7.23434e+08, 5.02571e+07, 6.99121e+07
3.14e-09, 400, 1.83473e+19, 1.59593e+08, 3.0585e+18, 1.52833e+18, 1.48838e+09, 7.45844e+08, 5.18311e+07, 7.20771e+07
3.15e-09, 400, 1.83473e+19, 1.6435e+08, 3.0585e+18, 1.52833e+18, 1.53445e+09, 7.68923e+08, 5.34537e+07, 7.43068e+07
3.16e-09, 400, 1.83473e+19, 1.69233e+08, 3.0585e+18, 1.52833e+18, 1.58189e+09, 7.9269e+08, 5.51263e+07, 7.66029e+07
3.17e-09, 400, 1.83473e+19, 1.74243e+08, 3.0585e+18, 1.52833e+18, 1.63075e+09, 8.17163e+08, 5.68505e+07, 7.89671e+07
3.18e-09, 400, 1.83473e+19, 1.79382e+08, 3.0585e+18, 1.52833e+18, 1.68105e+09, 8.4236e+08, 5.86277e+07, 8.14012e+07
3.19e-09, 400, 1.83473e+19, 1.84652e+08, 3.0585e+18, 1.52833e+18, 1.73284e+09, 8.68299e+08, 6.04596e+07, 8.39069e+07
3.2e-09, 400, 1.83473e+19, 1.90054e+08, 3.0585e+18, 1.52833e+18, 1.78615e+09, 8.95e+08, 6.23477e+07, 8.64861e+07
3.21e-09, 400, 1.83473e+19, 1.95589e+08, 3.0585e+18, 1.52833e+18, 1.84102e+09, 9.22481e+08, 6.42936e+07, 8.91405e+07
3.22e-09, 400, 1.83473e+19, 2.01259e+08, 3.0585e+18, 1.52833e+18, 1.89748e+09, 9.50762e+08, 6.6299e+07, 9.18722e+07
3.23e-09, 400, 1.83473e+19, 2.07064e+08, 3.0585e+18, 1.52833e+18, 1.95559e+09, 9.79862e+08, 6.83656e+07, 9.46828e+07
3.24e-09, 400, 1.83473e+19, 2.13006e+08, 3.0585e+18, 1.52833e+18, 2.01537e+09, 1.0098e+09, 7.04952e+07, 9.75743e+07
3.25e-09, 400, 1.83473e+19, 2.19085e+08, 3.0585e+18, 1.52833e+18, 2.07687e+09, 1.0406e+09, 7.26895e+07, 1.00549e+08
3.26e-09, 400, 1.83473e+19, 2.25302e+08, 3.0585e+18, 1.52833e+18, 2.14013e+09, 1.07227e+09, 7.49504e+07, 1.03608e+08
3.27e-09, 400, 1.83473e+19, 2.31656e+08, 3.0585e+18, 1.52833e+18, 2.20518e+09, 1.10485e+09, 7.72798e+07, 1.06753e+08
3.28e-09, 400, 1.83473e+19, 2.38149e+08, 3.0585e+18, 1.52833e+18, 2.27207e+09, 1.13834e+09, 7.96795e+07, 1.09987e+08
3.29e-09, 400, 1.83473e+19, 2.44778e+08, 3.0585e+18, 1.52833e+18, 2.34084e+09, 1.17276e+09, 8.21515e+07, 1.13311e+08
3.3e-09, 400, 1.83473e+19, 2.51545e+08, 3.0585e+18, 1.52833e+18, 2.41152e+09, 1.20815e+09, 8.46978e+07, 1.16728e+08
3.31e-09, 400, 1.83473e+19, 2.58448e+08, 3.0585e+18, 1.52833e+18, 2.48416e+09, 1.24451e+09, 8.73205e+07, 1.20239e+08
3.32e-09, 400, 1.83473e+19, 2.65485e+08, 3.0585e+18, 1.52833e+18, 2.5588e+09, 1.28187e+09, 9.00214e+07, 1.23846e+08
3.33e-09, 400, 1.83473e+19, 2.72656e+08, 3.0585e+18, 1.52833e+18, 2.63547e+09, 1.32025e+09, 9.28029e+07, 1.2755e+08
3.34e-09, 400, 1.83473e+19, 2.79959e+08, 3.0585e+18, 1.52833e+18, 2.71422e+09, 1.35966e+09, 9.5667e+07, 1.31354e+08
3.35e-09, 400, 1.83473e+19, 2.87392e+08, 3.0585e+18, 1.52833e+18, 2.79508e+09, 1.40012e+09, 9.86158e+07, 1.3526e+08
3.36e-09, 400, 1.83473e+19, 2.94952e+08, 3.0585e+18, 1.52833e+18, 2.87809e+09, 1.44166e+09, 1.01652e+08, 1.39269e+08
3.37e-09, 400, 1.83473e+19, 3.02636e+08, 3.0585e+18, 1.52833e+18, 2.96328e+09, 1.48429e+09, 1.04777e+08, 1.43383e+08
3.38e-09, 400, 1.83473e+19, 3.10442e+08, 3.0585e+18, 1.52833e+18, 3.05071e+09, 1.52803e+09, 1.07993e+08, 1.47604e+08
3.39e-09, 400, 1.83473e+19, 3.18367e+08, 3.0585e+18, 1.52833e+18, 3.14039e+09, 1.57289e+09, 1.11304e+08, 1.51933e+08
3.4e-09, 400, 1.83473e+19, 3.26406e+08, 3.0585e+18, 1.52833e+18, 3.23237e+09, 1.6189e+09, 1.1471e+08, 1.56372e+08
3.41e-09, 400, 1.83473e+19, 3.34556e+08, 3.0585e+18, 1.52833e+18, 3.32668e+09, 1.66607e+09, 1.18215e+08, 1.60923e+08
3.42e-09, 400, 1.83473e+19, 3.42813e+08, 3.0585e+18, 1.52833e+18, 3.42335e+09, 1.71441e+09, 1.21821e+08, 1.65587e+08
3.43e-09, 400, 1.83473e+19, 3.51172e+08, 3.0585e+18, 1.52833e+18, 3.52241e+09, 1.76395e+09, 1.2553e+08, 1.70365e+08
3.44e-09, 400, 1.83473e+19, 3.59629e+08, 3.0585e+18, 1.52833e+18, 3.6239e+09, 1.81469e+09, 1.29345e+08, 1.75259e+08
3.45e-09, 400, 1.83473e+19, 3.68179e+08, 3.0585e+18, 1.52833e+18, 3.72785e+09, 1.86666e+09, 1.33269e+08, 1.8027e+08
3.46e-09, 400, 1.83473e+19, 3.76817e+08, 3.0585e+18, 1.52833e+18, 3.83427e+09, 1.91986e+09, 1.37303e+08, 1.854e+08
3.47e-09, 400, 1.83473e+19, 3.85538e+08, 3.0585e+18, 1.52833e+18, 3.94321e+09, 1.9743e+09, 1.4145e+08, 1.9065e+08
3.48e-09, 400, 1.83473e+19, 3.94336e+08, 3.0585e+18, 1.52833e+18, 4.05468e+09, 2.03e+09, 1.45713e+08, 1.9602e+08
3.49e-09, 400, 1.83473e+19, 4.03207e+08, 3.0585e+18, 1.52833e+18, 4.16871e+09, 2.08698e+09, 1.50094e+08, 2.01512e+08
3.5e-09, 400, 1.83473e+19, 4.12145e+08, 3.0585e+18, 1.52833e+18, 4.28531e+09, 2.14523e+09, 1.54596e+08, 2.07126e+08
3.51e-09, 400, 1.83473e+19, 4.21144e+08, 3.0585e+18, 1.52833e+18, 4.40452e+09, 2.20478e+09, 1.59221e+08, 2.12865e+08
3.52e-09, 400, 1.83473e+19, 4.30201e+08, 3.0585e+18, 1.52833e+18, 4.52635e+09, 2.26562e+09, 1.63973e+08, 2.18728e+08
3.53e-09, 400, 1.83473e+19, 4.39309e+08, 3.0585e+18, 1.52833e+18, 4.65082e+09, 2.32777e+09, 1.68853e+08, 2.24716e+08
3.54e-09, 400, 1.83473e+19, 4.48464e+08, 3.0585e+18, 1.52833e+18, 4.77795e+09, 2.39124e+09, 1.73864e+08, 2.3083e+08
3.55e-09, 400, 1.83473e+19, 4.57661e+08, 3.0585e+18, 1.52833e+18, 4.90775e+09, 2.45603e+09, 1.79008e+08, 2.3707e+08
3.56e-09, 400, 1.83473e+19, 4.66896e+08, 3.0585e+18, 1.52833e+18, 5.04024e+09, 2.52215e+09, 1.84289e+08, 2.43438e+08
3.57e-09, 400, 1.83473e+19, 4.76164e+08, 3.0585e+18, 1.52833e+18, 5.17542e+09, 2.58961e+09, 1.89709e+08, 2.49934e+08
3.58e-09, 400, 1.83473e+19, 4.85463e+08, 3.0585e+18, 1.52833e+18, 5.31332e+09, 2.65841e+09, 1.95271e+08, 2.56557e+08
3.59e-09, 400, 1.83473e+19, 4.94788e+08, 3.0585e+18, 1.52833e+18, 5.45394e+09, 2.72855e+09, 2.00976e+08, 2.63309e+08
3.6e-09, 400, 1.83473e+19, 5.04137e+08, 3.0585e+18, 1.52833e+18, 5.59729e+09, 2.80004e+09, 2.06828e+08, 2.7019e+08
3.61e-09, 400, 1.83473e+19, 5.13507e+08, 3.0585e+18, 1.52833e+18, 5.74338e+09, 2.87288e+09, 2.12829e+08, 2.772e+08
3.62e-09, 400, 1.83473e+19, 5.22896e+08, 3.0585e+18, 1.52833e+18, 5.89223e+09, 2.94709e+09, 2.18983e+08, 2.84339e+08
3.63e-09, 400, 1.83473e+19, 5.32302e+08, 3.0585e+18, 1.52833e+18, 6.04383e+09, 3.02265e+09, 2.2529e+08, 2.91608e+08
3.64e-09, 400, 1.83473e+19, 5.41725e+08, 3.0585e+18, 1.52833e+18, 6.19821e+09, 3.09958e+09, 2.31754e+08, 2.99007e+08
3.65e-09, 400, 1.83473e+19, 5.51164e+08, 3.0585e+18, 1.52833e+18, 6.35535e+09, 3.17787e+09, 2.38378e+08, 3.06537e+08
3.66e-09, 400, 1.83473e+19, 5.60619e+08, 3.0585e+18, 1.52833e+18, 6.51528e+09, 3.25753e+09, 2.45164e+08, 3.14197e+08
3.67e-09, 400, 1.83473e+19, 5.7009e+08, 3.0585e+18, 1.52833e+18, 6.678e+09, 3.33857e+09, 2.52114e+08, 3.21987e+08
3.68e-09, 400, 1.83473e+19, 5.79579e+08, 3.0585e+18, 1.52833e+18, 6.84352e+09, 3.42098e+09, 2.59232e+08, 3.29908e+08
3.69e-09, 400, 1.83473e+19, 5.89086e+08, 3.0585e+18, 1.52833e+18, 7.01184e+09, 3.50477e+09, 2.66519e+08, 3.37961e+08
3.7e-09, 400, 1.83473e+19, 5.98615e+08, 3.0585e+18, 1.52833e+18, 7.18297e+09, 3.58994e+09, 2.73978e+08, 3.46145e+08
3.71e-09, 400, 1.83473e+19, 6.08167e+08, 3.0585e+18, 1.52833e+18, 7.35693e+09, 3.67651e+09, 2.81612e+08, 3.54461e+08
3.72e-09, 400, 1.83473e+19, 6.17745e+08, 3.0585e+18, 1.52833e+18, 7.53372e+09, 3.76446e+09, 2.89423e+08, 3.62909e+08
3.73e-09, 400, 1.83473e+19, 6.27354e+08, 3.0585e+18, 1.52833e+18, 7.71335e+09, 3.85381e+09, 2.97414e+08, 3.71489e+08
3.74e-09, 400, 1.83473e+19, 6.36996e+08, 3.0585e+18, 1.52833e+18, 7.89583e+09, 3.94455e+09, 3.05587e+08, 3.80202e+08
3.75e-09, 400, 1.83473e+19, 6.46676e+08, 3.0585e+18, 1.52833e+18, 8.08118e+09, 4.03671e+09, 3.13944e+08, 3.89049e+08
