Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.00022379, 406.278, 1.80638e+19, 3.53089e+08, 2.99381e+18, 1.50107e+18, 9.02163e+12, 7.2436e+13, 3.28384e+13, 1.63646e+15
0.00022389, 406.279, 1.80638e+19, 3.49921e+08, 2.9938e+18, 1.50106e+18, 8.97248e+12, 7.20494e+13, 3.26642e+13, 1.63648e+15
0.00022399, 406.28, 1.80637e+19, 3.46785e+08, 2.9938e+18, 1.50106e+18, 8.92359e+12, 7.16649e+13, 3.2491e+13, 1.63649e+15
0.00022409, 406.281, 1.80637e+19, 3.43683e+08, 2.99379e+18, 1.50106e+18, 8.87497e+12, 7.12824e+13, 3.23186e+13, 1.63651e+15
0.00022419, 406.283, 1.80636e+19, 3.40612e+08, 2.99378e+18, 1.50105e+18, 8.8266e+12, 7.09021e+13, 3.21471e+13, 1.63653e+15
0.00022429, 406.284, 1.80636e+19, 3.37574e+08, 2.99378e+18, 1.50105e+18, 8.7785e+12, 7.05239e+13, 3.19765e+13, 1.63655e+15
0.00022439, 406.285, 1.80635e+19, 3.34567e+08, 2.99377e+18, 1.50105e+18, 8.73066e+12, 7.01477e+13, 3.18067e+13, 1.63657e+15
0.00022449, 406.286, 1.80635e+19, 3.3159e+08, 2.99376e+18, 1.50104e+18, 8.68307e+12, 6.97736e+13, 3.16378e+13, 1.63658e+15
0.00022459, 406.287, 1.80634e+19, 3.28645e+08, 2.99376e+18, 1.50104e+18, 8.63575e+12, 6.94015e+13, 3.14698e+13, 1.6366e+15
0.00022469, 406.288, 1.80634e+19, 3.2573e+08, 2.99375e+18, 1.50104e+18, 8.58867e+12, 6.90315e+13, 3.13026e+13, 1.63662e+15
0.00022479, 406.29, 1.80633e+19, 3.22844e+08, 2.99375e+18, 1.50103e+18, 8.54186e+12, 6.86635e+13, 3.11363e+13, 1.63663e+15
0.00022489, 406.291, 1.80633e+19, 3.19989e+08, 2.99374e+18, 1.50103e+18, 8.49529e+12, 6.82975e+13, 3.09708e+13, 1.63665e+15
0.00022499, 406.292, 1.80632e+19, 3.17162e+08, 2.99373e+18, 1.50102e+18, 8.44898e+12, 6.79335e+13, 3.08062e+13, 1.63667e+15
0.00022509, 406.293, 1.80632e+19, 3.14364e+08, 2.99373e+18, 1.50102e+18, 8.40292e+12, 6.75715e+13, 3.06425e+13, 1.63668e+15
0.00022519, 406.294, 1.80631e+19, 3.11595e+08, 2.99372e+18, 1.50102e+18, 8.35711e+12, 6.72115e+13, 3.04795e+13, 1.6367e+15
0.00022529, 406.295, 1.80631e+19, 3.08854e+08, 2.99372e+18, 1.50101e+18, 8.31155e+12, 6.68535e+13, 3.03174e+13, 1.63671e+15
0.00022539, 406.296, 1.8063e+19, 3.06141e+08, 2.99371e+18, 1.50101e+18, 8.26623e+12, 6.64974e+13, 3.01562e+13, 1.63673e+15
0.00022549, 406.297, 1.8063e+19, 3.03455e+08, 2.9937e+18, 1.50101e+18, 8.22116e+12, 6.61433e+13, 2.99957e+13, 1.63674e+15
0.00022559, 406.298, 1.80629e+19, 3.00796e+08, 2.9937e+18, 1.501e+18, 8.17634e+12, 6.57911e+13, 2.98361e+13, 1.63676e+15
0.00022569, 406.3, 1.80629e+19, 2.98164e+08, 2.99369e+18, 1.501e+18, 8.13175e+12, 6.54408e+13, 2.96773e+13, 1.63677e+15
0.00022579, 406.301, 1.80628e+19, 2.95559e+08, 2.99369e+18, 1.501e+18, 8.08742e+12, 6.50925e+13, 2.95194e+13, 1.63679e+15
0.00022589, 406.302, 1.80628e+19, 2.9298e+08, 2.99368e+18, 1.50099e+18, 8.04332e+12, 6.4746e+13, 2.93622e+13, 1.6368e+15
0.00022599, 406.303, 1.80627e+19, 2.90427e+08, 2.99368e+18, 1.50099e+18, 7.99946e+12, 6.44015e+13, 2.92059e+13, 1.63682e+15
0.00022609, 406.304, 1.80627e+19, 2.87899e+08, 2.99367e+18, 1.50099e+18, 7.95584e+12, 6.40589e+13, 2.90504e+13, 1.63683e+15
0.00022619, 406.305, 1.80626e+19, 2.85397e+08, 2.99366e+18, 1.50098e+18, 7.91246e+12, 6.37181e+13, 2.88957e+13, 1.63684e+15
0.00022629, 406.306, 1.80626e+19, 2.8292e+08, 2.99366e+18, 1.50098e+18, 7.86932e+12, 6.33792e+13, 2.87417e+13, 1.63686e+15
0.00022639, 406.307, 1.80625e+19, 2.80467e+08, 2.99365e+18, 1.50098e+18, 7.82641e+12, 6.30421e+13, 2.85886e+13, 1.63687e+15
0.00022649, 406.308, 1.80625e+19, 2.78039e+08, 2.99365e+18, 1.50097e+18, 7.78373e+12, 6.27069e+13, 2.84363e+13, 1.63689e+15
0.00022659, 406.309, 1.80625e+19, 2.75635e+08, 2.99364e+18, 1.50097e+18, 7.74129e+12, 6.23735e+13, 2.82847e+13, 1.6369e+15
0.00022669, 406.31, 1.80624e+19, 2.73254e+08, 2.99364e+18, 1.50097e+18, 7.69908e+12, 6.2042e+13, 2.8134e+13, 1.63691e+15
0.00022679, 406.311, 1.80624e+19, 2.70898e+08, 2.99363e+18, 1.50096e+18, 7.6571e+12, 6.17122e+13, 2.7984e+13, 1.63692e+15
0.00022689, 406.312, 1.80623e+19, 2.68564e+08, 2.99363e+18, 1.50096e+18, 7.61535e+12, 6.13843e+13, 2.78348e+13, 1.63694e+15
0.00022699, 406.313, 1.80623e+19, 2.66254e+08, 2.99362e+18, 1.50096e+18, 7.57383e+12, 6.10582e+13, 2.76864e+13, 1.63695e+15
0.00022709, 406.314, 1.80622e+19, 2.63967e+08, 2.99361e+18, 1.50095e+18, 7.53253e+12, 6.07338e+13, 2.75388e+13, 1.63696e+15
0.00022719, 406.315, 1.80622e+19, 2.61702e+08, 2.99361e+18, 1.50095e+18, 7.49146e+12, 6.04112e+13, 2.73919e+13, 1.63697e+15
0.00022729, 406.317, 1.80621e+19, 2.59459e+08, 2.9936e+18, 1.50095e+18, 7.45062e+12, 6.00904e+13, 2.72458e+13, 1.63698e+15
0.00022739, 406.318, 1.80621e+19, 2.57238e+08, 2.9936e+18, 1.50094e+18, 7.41e+12, 5.97714e+13, 2.71005e+13, 1.637e+15
0.00022749, 406.319, 1.8062e+19, 2.55039e+08, 2.99359e+18, 1.50094e+18, 7.3696e+12, 5.9454e+13, 2.69559e+13, 1.63701e+15
0.00022759, 406.32, 1.8062e+19, 2.52861e+08, 2.99359e+18, 1.50094e+18, 7.32942e+12, 5.91385e+13, 2.68121e+13, 1.63702e+15
0.00022769, 406.321, 1.80619e+19, 2.50705e+08, 2.99358e+18, 1.50093e+18, 7.28947e+12, 5.88246e+13, 2.6669e+13, 1.63703e+15
0.00022779, 406.322, 1.80619e+19, 2.4857e+08, 2.99358e+18, 1.50093e+18, 7.24973e+12, 5.85125e+13, 2.65267e+13, 1.63704e+15
0.00022789, 406.323, 1.80619e+19, 2.46455e+08, 2.99357e+18, 1.50093e+18, 7.21021e+12, 5.8202e+13, 2.63851e+13, 1.63705e+15
0.00022799, 406.324, 1.80618e+19, 2.44361e+08, 2.99357e+18, 1.50092e+18, 7.17091e+12, 5.78933e+13, 2.62443e+13, 1.63706e+15
0.00022809, 406.325, 1.80618e+19, 2.42288e+08, 2.99356e+18, 1.50092e+18, 7.13182e+12, 5.75862e+13, 2.61042e+13, 1.63707e+15
0.00022819, 406.326, 1.80617e+19, 2.40234e+08, 2.99356e+18, 1.50092e+18, 7.09295e+12, 5.72809e+13, 2.59649e+13, 1.63708e+15
0.00022829, 406.327, 1.80617e+19, 2.382e+08, 2.99355e+18, 1.50091e+18, 7.05429e+12, 5.69772e+13, 2.58262e+13, 1.63709e+15
0.00022839, 406.328, 1.80616e+19, 2.36186e+08, 2.99355e+18, 1.50091e+18, 7.01584e+12, 5.66751e+13, 2.56883e+13, 1.6371e+15
0.00022849, 406.329, 1.80616e+19, 2.34191e+08, 2.99354e+18, 1.50091e+18, 6.97761e+12, 5.63747e+13, 2.55512e+13, 1.63711e+15
0.00022859, 406.33, 1.80615e+19, 2.32216e+08, 2.99354e+18, 1.5009e+18, 6.93958e+12, 5.6076e+13, 2.54147e+13, 1.63712e+15
0.00022869, 406.331, 1.80615e+19, 2.30259e+08, 2.99353e+18, 1.5009e+18, 6.90177e+12, 5.57789e+13, 2.5279e+13, 1.63713e+15
0.00022879, 406.332, 1.80615e+19, 2.28321e+08, 2.99353e+18, 1.5009e+18, 6.86416e+12, 5.54834e+13, 2.5144e+13, 1.63714e+15
0.00022889, 406.333, 1.80614e+19, 2.26402e+08, 2.99352e+18, 1.5009e+18, 6.82676e+12, 5.51895e+13, 2.50097e+13, 1.63715e+15
0.00022899, 406.334, 1.80614e+19, 2.24501e+08, 2.99352e+18, 1.50089e+18, 6.78957e+12, 5.48972e+13, 2.48761e+13, 1.63716e+15
0.00022909, 406.334, 1.80613e+19, 2.22619e+08, 2.99351e+18, 1.50089e+18, 6.75258e+12, 5.46065e+13, 2.47432e+13, 1.63717e+15
0.00022919, 406.335, 1.80613e+19, 2.20754e+08, 2.99351e+18, 1.50089e+18, 6.71579e+12, 5.43174e+13, 2.4611e+13, 1.63718e+15
0.00022929, 406.336, 1.80612e+19, 2.18907e+08, 2.9935e+18, 1.50088e+18, 6.67921e+12, 5.40299e+13, 2.44795e+13, 1.63719e+15
0.00022939, 406.337, 1.80612e+19, 2.17077e+08, 2.9935e+18, 1.50088e+18, 6.64283e+12, 5.3744e+13, 2.43487e+13, 1.6372e+15
0.00022949, 406.338, 1.80612e+19, 2.15265e+08, 2.9935e+18, 1.50088e+18, 6.60664e+12, 5.34596e+13, 2.42186e+13, 1.63721e+15
0.00022959, 406.339, 1.80611e+19, 2.1347e+08, 2.99349e+18, 1.50087e+18, 6.57066e+12, 5.31767e+13, 2.40891e+13, 1.63722e+15
0.00022969, 406.34, 1.80611e+19, 2.11692e+08, 2.99349e+18, 1.50087e+18, 6.53488e+12, 5.28955e+13, 2.39604e+13, 1.63722e+15
0.00022979, 406.341, 1.8061e+19, 2.09931e+08, 2.99348e+18, 1.50087e+18, 6.49929e+12, 5.26157e+13, 2.38324e+13, 1.63723e+15
0.00022989, 406.342, 1.8061e+19, 2.08187e+08, 2.99348e+18, 1.50086e+18, 6.4639e+12, 5.23375e+13, 2.3705e+13, 1.63724e+15
0.00022999, 406.343, 1.80609e+19, 2.06459e+08, 2.99347e+18, 1.50086e+18, 6.42871e+12, 5.20608e+13, 2.35783e+13, 1.63725e+15
0.00023009, 406.344, 1.80609e+19, 2.04747e+08, 2.99347e+18, 1.50086e+18, 6.39371e+12, 5.17856e+13, 2.34523e+13, 1.63726e+15
0.00023019, 406.345, 1.80609e+19, 2.03051e+08, 2.99346e+18, 1.50086e+18, 6.3589e+12, 5.15119e+13, 2.33269e+13, 1.63726e+15
0.00023029, 406.346, 1.80608e+19, 2.01371e+08, 2.99346e+18, 1.50085e+18, 6.32429e+12, 5.12397e+13, 2.32022e+13, 1.63727e+15
0.00023039, 406.347, 1.80608e+19, 1.99707e+08, 2.99345e+18, 1.50085e+18, 6.28987e+12, 5.09689e+13, 2.30782e+13, 1.63728e+15
0.00023049, 406.348, 1.80607e+19, 1.98059e+08, 2.99345e+18, 1.50085e+18, 6.25563e+12, 5.06997e+13, 2.29548e+13, 1.63729e+15
0.00023059, 406.349, 1.80607e+19, 1.96426e+08, 2.99345e+18, 1.50084e+18, 6.22159e+12, 5.04319e+13, 2.28321e+13, 1.63729e+15
0.00023069, 406.35, 1.80607e+19, 1.94808e+08, 2.99344e+18, 1.50084e+18, 6.18773e+12, 5.01656e+13, 2.271e+13, 1.6373e+15
0.00023079, 406.35, 1.80606e+19, 1.93205e+08, 2.99344e+18, 1.50084e+18, 6.15407e+12, 4.99007e+13, 2.25886e+13, 1.63731e+15
0.00023089, 406.351, 1.80606e+19, 1.91617e+08, 2.99343e+18, 1.50084e+18, 6.12058e+12, 4.96373e+13, 2.24678e+13, 1.63731e+15
0.00023099, 406.352, 1.80605e+19, 1.90044e+08, 2.99343e+18, 1.50083e+18, 6.08729e+12, 4.93753e+13, 2.23477e+13, 1.63732e+15
0.00023109, 406.353, 1.80605e+19, 1.88485e+08, 2.99342e+18, 1.50083e+18, 6.05417e+12, 4.91148e+13, 2.22282e+13, 1.63733e+15
0.00023119, 406.354, 1.80605e+19, 1.86941e+08, 2.99342e+18, 1.50083e+18, 6.02125e+12, 4.88556e+13, 2.21093e+13, 1.63733e+15
0.00023129, 406.355, 1.80604e+19, 1.85411e+08, 2.99342e+18, 1.50082e+18, 5.9885e+12, 4.85979e+13, 2.19911e+13, 1.63734e+15
0.00023139, 406.356, 1.80604e+19, 1.83896e+08, 2.99341e+18, 1.50082e+18, 5.95593e+12, 4.83416e+13, 2.18735e+13, 1.63735e+15
0.00023149, 406.357, 1.80603e+19, 1.82394e+08, 2.99341e+18, 1.50082e+18, 5.92355e+12, 4.80866e+13, 2.17566e+13, 1.63735e+15
0.00023159, 406.358, 1.80603e+19, 1.80906e+08, 2.9934e+18, 1.50082e+18, 5.89134e+12, 4.78331e+13, 2.16402e+13, 1.63736e+15
0.00023169, 406.359, 1.80603e+19, 1.79432e+08, 2.9934e+18, 1.50081e+18, 5.85931e+12, 4.75809e+13, 2.15245e+13, 1.63736e+15
0.00023179, 406.359, 1.80602e+19, 1.77971e+08, 2.9934e+18, 1.50081e+18, 5.82746e+12, 4.73301e+13, 2.14094e+13, 1.63737e+15
0.00023189, 406.36, 1.80602e+19, 1.76524e+08, 2.99339e+18, 1.50081e+18, 5.79579e+12, 4.70807e+13, 2.12949e+13, 1.63738e+15
0.00023199, 406.361, 1.80601e+19, 1.7509e+08, 2.99339e+18, 1.5008e+18, 5.76429e+12, 4.68326e+13, 2.1181e+13, 1.63738e+15
0.00023209, 406.362, 1.80601e+19, 1.73669e+08, 2.99338e+18, 1.5008e+18, 5.73297e+12, 4.65859e+13, 2.10678e+13, 1.63739e+15
0.00023219, 406.363, 1.80601e+19, 1.72261e+08, 2.99338e+18, 1.5008e+18, 5.70181e+12, 4.63406e+13, 2.09551e+13, 1.63739e+15
0.00023229, 406.364, 1.806e+19, 1.70866e+08, 2.99338e+18, 1.5008e+18, 5.67084e+12, 4.60965e+13, 2.0843e+13, 1.6374e+15
0.00023239, 406.365, 1.806e+19, 1.69484e+08, 2.99337e+18, 1.50079e+18, 5.64003e+12, 4.58538e+13, 2.07316e+13, 1.6374e+15
0.00023249, 406.366, 1.80599e+19, 1.68114e+08, 2.99337e+18, 1.50079e+18, 5.6094e+12, 4.56124e+13, 2.06207e+13, 1.63741e+15
0.00023259, 406.366, 1.80599e+19, 1.66757e+08, 2.99336e+18, 1.50079e+18, 5.57893e+12, 4.53723e+13, 2.05105e+13, 1.63741e+15
0.00023269, 406.367, 1.80599e+19, 1.65412e+08, 2.99336e+18, 1.50078e+18, 5.54863e+12, 4.51336e+13, 2.04008e+13, 1.63742e+15
0.00023279, 406.368, 1.80598e+19, 1.64079e+08, 2.99336e+18, 1.50078e+18, 5.51851e+12, 4.48961e+13, 2.02917e+13, 1.63742e+15
0.00023289, 406.369, 1.80598e+19, 1.62759e+08, 2.99335e+18, 1.50078e+18, 5.48855e+12, 4.46599e+13, 2.01832e+13, 1.63743e+15
0.00023299, 406.37, 1.80598e+19, 1.6145e+08, 2.99335e+18, 1.50078e+18, 5.45875e+12, 4.4425e+13, 2.00753e+13, 1.63743e+15
0.00023309, 406.371, 1.80597e+19, 1.60153e+08, 2.99334e+18, 1.50077e+18, 5.42912e+12, 4.41914e+13, 1.99679e+13, 1.63744e+15
0.00023319, 406.371, 1.80597e+19, 1.58868e+08, 2.99334e+18, 1.50077e+18, 5.39966e+12, 4.3959e+13, 1.98611e+13, 1.63744e+15
0.00023329, 406.372, 1.80596e+19, 1.57594e+08, 2.99334e+18, 1.50077e+18, 5.37036e+12, 4.37279e+13, 1.97549e+13, 1.63745e+15
0.000233333, 406.373, 1.80596e+19, 1.57041e+08, 2.99334e+18, 1.50077e+18, 5.35759e+12, 4.36272e+13, 1.97087e+13, 1.63745e+15
0.000233335, 406.373, 1.80596e+19, 1.2959e+10, 2.99333e+18, 1.50077e+18, 5.47517e+12, 4.36831e+13, 1.97111e+13, 1.63745e+15
0.000233335, 406.373, 1.80596e+19, 2.56221e+10, 2.99333e+18, 1.50077e+18, 5.59195e+12, 4.37413e+13, 1.9715e+13, 1.63746e+15
0.000233335, 406.373, 1.80596e+19, 3.82306e+10, 2.99333e+18, 1.50077e+18, 5.70826e+12, 4.37994e+13, 1.97189e+13, 1.63746e+15
0.000233335, 406.373, 1.80596e+19, 5.08037e+10, 2.99333e+18, 1.50076e+18, 5.82426e+12, 4.38575e+13, 1.97229e+13, 1.63747e+15
0.000233335, 406.373, 1.80596e+19, 6.33504e+10, 2.99333e+18, 1.50076e+18, 5.94002e+12, 4.39155e+13, 1.97269e+13, 1.63747e+15
0.000233335, 406.373, 1.80596e+19, 7.58761e+10, 2.99333e+18, 1.50076e+18, 6.0556e+12, 4.39735e+13, 1.97309e+13, 1.63748e+15
0.000233335, 406.373, 1.80596e+19, 8.83845e+10, 2.99333e+18, 1.50076e+18, 6.17101e+12, 4.40314e+13, 1.97349e+13, 1.63748e+15
0.000233335, 406.374, 1.80596e+19, 1.00878e+11, 2.99333e+18, 1.50076e+18, 6.2863e+12, 4.40892e+13, 1.97389e+13, 1.63749e+15
0.000233336, 406.374, 1.80596e+19, 1.13358e+11, 2.99333e+18, 1.50076e+18, 6.40146e+12, 4.4147e+13, 1.9743e+13, 1.63749e+15
0.000233336, 406.374, 1.80596e+19, 1.25827e+11, 2.99333e+18, 1.50076e+18, 6.51652e+12, 4.42048e+13, 1.9747e+13, 1.6375e+15
0.000233336, 406.374, 1.80596e+19, 1.38286e+11, 2.99333e+18, 1.50076e+18, 6.63148e+12, 4.42625e+13, 1.9751e+13, 1.6375e+15
0.000233336, 406.374, 1.80596e+19, 1.50735e+11, 2.99333e+18, 1.50076e+18, 6.74636e+12, 4.43202e+13, 1.9755e+13, 1.63751e+15
0.000233336, 406.374, 1.80596e+19, 1.63175e+11, 2.99332e+18, 1.50076e+18, 6.86116e+12, 4.43778e+13, 1.9759e+13, 1.63752e+15
0.000233336, 406.374, 1.80596e+19, 1.75607e+11, 2.99332e+18, 1.50076e+18, 6.97589e+12, 4.44354e+13, 1.97631e+13, 1.63752e+15
0.000233336, 406.374, 1.80596e+19, 1.88032e+11, 2.99332e+18, 1.50076e+18, 7.09055e+12, 4.4493e+13, 1.97671e+13, 1.63753e+15
0.000233336, 406.374, 1.80596e+19, 2.00451e+11, 2.99332e+18, 1.50076e+18, 7.20514e+12, 4.45505e+13, 1.97711e+13, 1.63753e+15
0.000233336, 406.374, 1.80595e+19, 2.12862e+11, 2.99332e+18, 1.50076e+18, 7.31968e+12, 4.46081e+13, 1.97751e+13, 1.63754e+15
0.000233336, 406.375, 1.80595e+19, 2.25268e+11, 2.99332e+18, 1.50076e+18, 7.43416e+12, 4.46656e+13, 1.97791e+13, 1.63754e+15
0.000233336, 406.375, 1.80595e+19, 2.37668e+11, 2.99332e+18, 1.50076e+18, 7.54859e+12, 4.4723e+13, 1.97831e+13, 1.63755e+15
0.000233336, 406.375, 1.80595e+19, 2.50062e+11, 2.99332e+18, 1.50076e+18, 7.66296e+12, 4.47805e+13, 1.97871e+13, 1.63755e+15
0.000233336, 406.375, 1.80595e+19, 2.62451e+11, 2.99332e+18, 1.50076e+18, 7.77729e+12, 4.48379e+13, 1.97912e+13, 1.63756e+15
0.000233336, 406.375, 1.80595e+19, 2.74835e+11, 2.99332e+18, 1.50076e+18, 7.89158e+12, 4.48953e+13, 1.97952e+13, 1.63756e+15
0.000233336, 406.375, 1.80595e+19, 2.87215e+11, 2.99332e+18, 1.50076e+18, 8.00582e+12, 4.49527e+13, 1.97992e+13, 1.63757e+15
0.000233336, 406.375, 1.80595e+19, 2.9959e+11, 2.99331e+18, 1.50076e+18, 8.12002e+12, 4.50101e+13, 1.98032e+13, 1.63757e+15
0.000233336, 406.375, 1.80595e+19, 3.11961e+11, 2.99331e+18, 1.50075e+18, 8.23419e+12, 4.50674e+13, 1.98072e+13, 1.63758e+15
0.000233336, 406.375, 1.80595e+19, 3.24327e+11, 2.99331e+18, 1.50075e+18, 8.34831e+12, 4.51247e+13, 1.98112e+13, 1.63758e+15
0.000233336, 406.375, 1.80595e+19, 3.3669e+11, 2.99331e+18, 1.50075e+18, 8.4624e+12, 4.51821e+13, 1.98152e+13, 1.63759e+15
0.000233336, 406.376, 1.80595e+19, 3.49049e+11, 2.99331e+18, 1.50075e+18, 8.57645e+12, 4.52394e+13, 1.98192e+13, 1.63759e+15
0.000233336, 406.376, 1.80595e+19, 3.61404e+11, 2.99331e+18, 1.50075e+18, 8.69047e+12, 4.52966e+13, 1.98232e+13, 1.6376e+15
0.000233336, 406.376, 1.80595e+19, 3.73756e+11, 2.99331e+18, 1.50075e+18, 8.80445e+12, 4.53539e+13, 1.98272e+13, 1.6376e+15
0.000233336, 406.376, 1.80595e+19, 3.86104e+11, 2.99331e+18, 1.50075e+18, 8.91841e+12, 4.54112e+13, 1.98313e+13, 1.63761e+15
0.000233336, 406.376, 1.80595e+19, 3.98449e+11, 2.99331e+18, 1.50075e+18, 9.03233e+12, 4.54684e+13, 1.98353e+13, 1.63761e+15
0.000233336, 406.376, 1.80595e+19, 4.1079e+11, 2.99331e+18, 1.50075e+18, 9.14622e+12, 4.55256e+13, 1.98393e+13, 1.63762e+15
0.000233336, 406.376, 1.80595e+19, 4.23129e+11, 2.99331e+18, 1.50075e+18, 9.26009e+12, 4.55828e+13, 1.98433e+13, 1.63762e+15
0.000233336, 406.376, 1.80595e+19, 4.35464e+11, 2.9933e+18, 1.50075e+18, 9.37393e+12, 4.564e+13, 1.98473e+13, 1.63763e+15
0.000233336, 406.376, 1.80595e+19, 4.47797e+11, 2.9933e+18, 1.50075e+18, 9.48774e+12, 4.56972e+13, 1.98513e+13, 1.63763e+15
0.000233336, 406.377, 1.80595e+19, 4.60127e+11, 2.9933e+18, 1.50075e+18, 9.60152e+12, 4.57544e+13, 1.98553e+13, 1.63764e+15
0.000233336, 406.377, 1.80595e+19, 4.72453e+11, 2.9933e+18, 1.50075e+18, 9.71528e+12, 4.58115e+13, 1.98593e+13, 1.63764e+15
0.000233336, 406.377, 1.80594e+19, 4.84778e+11, 2.9933e+18, 1.50075e+18, 9.82901e+12, 4.58687e+13, 1.98633e+13, 1.63765e+15
0.000233336, 406.377, 1.80594e+19, 4.97099e+11, 2.9933e+18, 1.50075e+18, 9.94272e+12, 4.59258e+13, 1.98673e+13, 1.63765e+15
0.000233336, 406.377, 1.80594e+19, 5.09418e+11, 2.9933e+18, 1.50075e+18, 1.00564e+13, 4.59829e+13, 1.98713e+13, 1.63766e+15
0.000233336, 406.377, 1.80594e+19, 5.21734e+11, 2.9933e+18, 1.50075e+18, 1.01701e+13, 4.604e+13, 1.98753e+13, 1.63766e+15
0.000233336, 406.377, 1.80594e+19, 5.34048e+11, 2.9933e+18, 1.50075e+18, 1.02837e+13, 4.60971e+13, 1.98793e+13, 1.63767e+15
0.000233336, 406.377, 1.80594e+19, 5.4636e+11, 2.9933e+18, 1.50075e+18, 1.03973e+13, 4.61542e+13, 1.98833e+13, 1.63767e+15
0.000233336, 406.377, 1.80594e+19, 5.58669e+11, 2.9933e+18, 1.50075e+18, 1.05109e+13, 4.62113e+13, 1.98873e+13, 1.63768e+15
0.000233336, 406.377, 1.80594e+19, 5.70976e+11, 2.9933e+18, 1.50074e+18, 1.06245e+13, 4.62683e+13, 1.98913e+13, 1.63768e+15
0.000233336, 406.378, 1.80594e+19, 5.83281e+11, 2.99329e+18, 1.50074e+18, 1.0738e+13, 4.63254e+13, 1.98953e+13, 1.63769e+15
0.000233336, 406.378, 1.80594e+19, 5.95583e+11, 2.99329e+18, 1.50074e+18, 1.08516e+13, 4.63824e+13, 1.98992e+13, 1.63769e+15
0.000233336, 406.378, 1.80594e+19, 6.07884e+11, 2.99329e+18, 1.50074e+18, 1.09651e+13, 4.64395e+13, 1.99032e+13, 1.6377e+15
0.000233336, 406.378, 1.80594e+19, 6.20182e+11, 2.99329e+18, 1.50074e+18, 1.10786e+13, 4.64965e+13, 1.99072e+13, 1.6377e+15
0.000233336, 406.378, 1.80594e+19, 6.32478e+11, 2.99329e+18, 1.50074e+18, 1.11921e+13, 4.65535e+13, 1.99112e+13, 1.63771e+15
0.000233336, 406.378, 1.80594e+19, 6.44773e+11, 2.99329e+18, 1.50074e+18, 1.13055e+13, 4.66105e+13, 1.99152e+13, 1.63771e+15
0.000233336, 406.378, 1.80594e+19, 6.57065e+11, 2.99329e+18, 1.50074e+18, 1.1419e+13, 4.66675e+13, 1.99192e+13, 1.63772e+15
0.000233336, 406.378, 1.80594e+19, 6.69355e+11, 2.99329e+18, 1.50074e+18, 1.15324e+13, 4.67245e+13, 1.99232e+13, 1.63772e+15
0.000233336, 406.378, 1.80594e+19, 6.81643e+11, 2.99329e+18, 1.50074e+18, 1.16458e+13, 4.67815e+13, 1.99272e+13, 1.63773e+15
0.000233336, 406.378, 1.80594e+19, 6.9393e+11, 2.99329e+18, 1.50074e+18, 1.17592e+13, 4.68385e+13, 1.99312e+13, 1.63773e+15
0.000233336, 406.379, 1.80594e+19, 7.06215e+11, 2.99329e+18, 1.50074e+18, 1.18725e+13, 4.68955e+13, 1.99352e+13, 1.63774e+15
0.000233336, 406.379, 1.80594e+19, 7.18497e+11, 2.99328e+18, 1.50074e+18, 1.19859e+13, 4.69524e+13, 1.99392e+13, 1.63774e+15
0.000233336, 406.379, 1.80594e+19, 7.30779e+11, 2.99328e+18, 1.50074e+18, 1.20992e+13, 4.70094e+13, 1.99432e+13, 1.63775e+15
0.000233336, 406.379, 1.80594e+19, 7.43058e+11, 2.99328e+18, 1.50074e+18, 1.22126e+13, 4.70663e+13, 1.99472e+13, 1.63776e+15
0.000233336, 406.379, 1.80593e+19, 7.55335e+11, 2.99328e+18, 1.50074e+18, 1.23259e+13, 4.71232e+13, 1.99511e+13, 1.63776e+15
0.000233336, 406.379, 1.80593e+19, 7.67611e+11, 2.99328e+18, 1.50074e+18, 1.24391e+13, 4.71802e+13, 1.99551e+13, 1.63777e+15
0.000233336, 406.379, 1.80593e+19, 7.79886e+11, 2.99328e+18, 1.50074e+18, 1.25524e+13, 4.72371e+13, 1.99591e+13, 1.63777e+15
0.000233336, 406.379, 1.80593e+19, 7.92158e+11, 2.99328e+18, 1.50074e+18, 1.26657e+13, 4.7294e+13, 1.99631e+13, 1.63778e+15
0.000233336, 406.379, 1.80593e+19, 8.04429e+11, 2.99328e+18, 1.50074e+18, 1.27789e+13, 4.73509e+13, 1.99671e+13, 1.63778e+15
0.000233336, 406.379, 1.80593e+19, 8.16699e+11, 2.99328e+18, 1.50074e+18, 1.28922e+13, 4.74078e+13, 1.99711e+13, 1.63779e+15
0.000233336, 406.38, 1.80593e+19, 8.28967e+11, 2.99328e+18, 1.50073e+18, 1.30054e+13, 4.74647e+13, 1.99751e+13, 1.63779e+15
0.000233336, 406.38, 1.80593e+19, 8.41233e+11, 2.99328e+18, 1.50073e+18, 1.31186e+13, 4.75216e+13, 1.9979e+13, 1.6378e+15
0.000233336, 406.38, 1.80593e+19, 8.53498e+11, 2.99327e+18, 1.50073e+18, 1.32318e+13, 4.75785e+13, 1.9983e+13, 1.6378e+15
0.000233336, 406.38, 1.80593e+19, 8.65761e+11, 2.99327e+18, 1.50073e+18, 1.33449e+13, 4.76353e+13, 1.9987e+13, 1.63781e+15
0.000233336, 406.38, 1.80593e+19, 8.78023e+11, 2.99327e+18, 1.50073e+18, 1.34581e+13, 4.76922e+13, 1.9991e+13, 1.63781e+15
